Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL,Investor Names
Seed Round - Nokod Security,https://www.crunchbase.com/funding_round/nokod-security-seed--d7e7b713,Seed,8000000,USD,8000000,2023-06-29,3,1,Nokod delivers an application security platform for low-code / no-code custom applications and Robotic Process Automation (RPA).,"Cyber Security, Developer Tools, Enterprise Software, Information Technology, Security, Software",,,https://nokodsecurity.com/,Nokod Security,https://www.crunchbase.com/organization/nokod-security,"Acrew Capital, Flint Capital, Meron Capital"
Seed Round - Maza,https://www.crunchbase.com/funding_round/maza-2b5d-seed--da5b71e7,Seed,8000000,USD,8000000,2023-06-28,8,1,Maza is a mobile app that offers financial products and digital banking services.,"Banking, Finance, Financial Services, Mobile Apps","Los Angeles, California, United States, North America",,https://withmaza.com,Maza,https://www.crunchbase.com/organization/maza-2b5d,"Abstract Ventures, Andreessen Horowitz, Anre D. Williams, BoxGroup, Global Founders Capital, Restive, SVA, William Hockey"
Seed Round - Florida Street,https://www.crunchbase.com/funding_round/pixel-gg-seed--a21a00e4,Seed,5350000,USD,5350000,2023-07-11,23,3,"Decentralized NFT lending protocol engineered to create the most capital-efficient, transparent, and open credit market for NFTs.","Blockchain, Cryptocurrency, Gaming, Marketplace","New York, New York, United States, North America",,https://www.floridastreet.xyz/,Florida Street,https://www.crunchbase.com/organization/pixel-gg,"17Sigma, 6th Man Ventures, Afore Capital, ANIMO Ventures, Archetype, Daniel Vogel, Distributed Global, Dragonfly, FirstMark, FJ Labs, Foundation Capital, FundersClub, Hack VC, Jack Herrick, Jake Zeller, Joyce Yang, Kendrick Nguyen, Matthew Ball, Myelin VC, Nader Al-Naji, Pantera Capital, Third Kind Venture Capital, Vira Ventures"
Pre Seed Round - Shoppable Business,https://www.crunchbase.com/funding_round/shoppable-business-pre-seed--ab1f373c,Pre-Seed,1150000,USD,1150000,2023-06-20,2,1,Trusted Hassle-Free Wholesale & Procurement Marketplace for Buying & Selling 100% Authentic Branded Products & Services in the Philippines,E-Commerce,"Makati, Manila, Philippines, Asia",,http://shoppable.ph/,Shoppable Business,https://www.crunchbase.com/organization/shoppable-business,"Foxmont Capital Partners, Seedstars"
Seed Round - DePoly,https://www.crunchbase.com/funding_round/depoly-seed--0464a4d6,Seed,12300000,CHF,13761437,2023-06-27,8,4,"DePoly has developed chemical process that converts unsorted, dirty, post-consumer PET plastic items into virgin grade raw materials.","Chemical, Recycling","Sion, Valais, Switzerland, Europe",Less than $1M,https://www.depoly.co,DePoly,https://www.crunchbase.com/organization/depoly,"ACE & Company, Angel Invest, BASF Venture Capital, Beiersdorf, Ciech Ventures, Infinity Recycling, Wingman Ventures, Zürcher Kantonal Bank"
Pre Seed Round - House Numbers,https://www.crunchbase.com/funding_round/house-numbers-pre-seed--1174cb29,Pre-Seed,3750000,USD,3750000,2023-07-11,3,1,House Numbers helps homeowners gain financial independence by understanding and optimizing their largest asset — their home.,"Artificial Intelligence, Consumer Lending, Financial Services, FinTech, Machine Learning","San Francisco, California, United States, North America",,https://housenumbers.io/cb,House Numbers,https://www.crunchbase.com/organization/house-numbers,"Maven Ventures, Resolute Ventures, Uncommon Capital"
Seed Round - Neuron Energy,https://www.crunchbase.com/funding_round/neuron-energy-seed--ca65836e,Seed,2000000000,INR,24389632,2023-07-12,4,1,Neuron Energy operates as an EV solutions company.,"Battery, Electric Vehicle","Mumbai, Maharashtra, India, Asia",,https://www.neuronenergy.in/,Neuron Energy,https://www.crunchbase.com/organization/neuron-energy,"Chona Family Office, Equanimity Investments, Kayenne Ventures, Rajiv Dadlani Group"
Seed Round - Go Eve,https://www.crunchbase.com/funding_round/go-eve-seed--c8bb87e4,Seed,3000000,GBP,3859210,2023-07-10,5,1,Innovations to accelerate the transition to EVs.,Electric Vehicle,"London, England, United Kingdom, Europe",,https://www.goeve.co.uk/,Go Eve,https://www.crunchbase.com/organization/go-eve,"Automotive Ventures, Carter Gem group, Cur8 Capital, Kero Development Partners, The Pearl Family Office"
Seed Round - Artela,https://www.crunchbase.com/funding_round/artela-seed--845c7fec,Seed,6000000,USD,6000000,2023-07-12,6,1,Artela is an extensible blockchain network enabling developers to build feature rich dApps.,"Apps, Blockchain",,,https://www.artela.network/,Artela,https://www.crunchbase.com/organization/artela,"A&T Capital, Amino Capital, Big Brain Holdings, Dispersion Capital, SevenX Ventures, Shima Capital"
Seed Round - Eratani,https://www.crunchbase.com/funding_round/eratani-seed--48a7b11a,Seed,2000000,USD,2000000,2023-07-10,4,4,Eratani is an Agri-tech company that provides a positive and constructive social impact on agricultural ecosystems.,"Agriculture, AgTech, Information Services, Information Technology, Supply Chain Management","Jakarta, Jakarta Raya, Indonesia, Asia",,https://eratani.co.id,Eratani,https://www.crunchbase.com/organization/eratani,"Ascend Angels, Genting Ventures, Orvel Ventures, SBI Ven Capital"
Seed Round - Olympix,https://www.crunchbase.com/funding_round/olympix-seed--d2472aea,Seed,4300000,USD,4300000,2023-07-11,18,1,Olympix is a startup that wants to make Web3 more secure.It is a cutting-edge developer tool for preventive Web3 security.,,"Nyack, New York, United States, North America",,https://www.olympix.ai,Olympix,https://www.crunchbase.com/organization/olympix,"Aleksandr Yampolskiy, Alexander Taub, Asaf Meir, boldstart ventures, Coalition Operators, Guy Podjarny, Ian Andrews, Jack Einhorn, Joe Teplow, Konstantin Richter, Marc Bhargava, Picks & Shovels, Robot Ventures, Sam Kassoumeh, Shrug Capital, Strada Holdings, Tarun Chitra, Will Weinraub"
Seed Round - NEU Battery Materials,https://www.crunchbase.com/funding_round/neu-battery-materials-seed--35534317,Seed,3700000,USD,3700000,2023-07-03,4,2,Lithium battery recycling company,"Energy, Manufacturing, Recycling, Waste Management","Singapore, Central Region, Singapore, Asia",,https://www.neumaterials.com,NEU Battery Materials,https://www.crunchbase.com/organization/neu-battery-materials,"ComfortDelGro, Paragon Capital Management Singapore, SGInnovate, Shift4Good"
Pre Seed Round - Okulo Aerospace,https://www.crunchbase.com/funding_round/okulo-aerospace-pre-seed--4b4dac2a,Pre-Seed,82000000,INR,995143,2023-07-11,3,1,Okulo Aerospace is a drone technology company.,"Aerospace, Drone Management","Bengaluru, Karnataka, India, Asia",,https://okuloaerospace.com,Okulo Aerospace,https://www.crunchbase.com/organization/okulo-aerospace,"Forge Accelerator, Ideaspring Capital, Java Capital"
Seed Round - Wavely Diagnostics,https://www.crunchbase.com/funding_round/wavely-diagnostics-inc-seed--53547d50,Seed,1350000,USD,1350000,2023-07-12,7,6,"Wavely Diagnostics is a digital diagnostics company developing smartphone-based apps to bring accurate, data-driven virtual pediatric care.",Health Care,"Seattle, Washington, United States, North America",,http://wavelydx.com,Wavely Diagnostics,https://www.crunchbase.com/organization/wavely-diagnostics-inc,"Ambit Health Ventures, HealthTech Capital, Princeton Alumni Angels, Robin Hood Ventures, Wealthing VC Club, WRF Capital, WXR Fund"
Seed Round - Ivy,https://www.crunchbase.com/funding_round/ivy-63bd-seed--1742b712,Seed,7700000,USD,7700000,2023-07-11,13,2,Global API for Instant Bank Payments,"Information Technology, Payments","Munich, Bayern, Germany, Europe",,https://www.getivy.io,Ivy,https://www.crunchbase.com/organization/ivy-63bd,"10x Founders, Andre Schwammlein, Chris Murphy, Christian Grobe, Creandum, Daniel Krauss, Jens Lapinski, Jeppe Rindom, Jochen Engert, Martin Blessing, Matthias Knecht, Nico Rosberg, Oliver Merkel"
Seed Round - GET Protocol,https://www.crunchbase.com/funding_round/get-protocol-seed--a706d7e0,Seed,4000000,EUR,4456223,2023-07-12,6,1,"GET Protocol is a fintech company that provides ticketing solutions, event financing, token, white-label, and digital twin NFT services.","Blockchain, Cryptocurrency, Finance, FinTech, Ticketing","Amsterdam, Noord-Holland, The Netherlands, Europe",$1M to $10M,https://www.get-protocol.io,GET Protocol,https://www.crunchbase.com/organization/get-protocol,"Animoca Brands, Flow ventures, FunFair Ventures, Redbeard Ventures, Sebastien Borget, Tezos Foundation"
Seed Round - Fold Health,https://www.crunchbase.com/funding_round/fold-health-seed--33a49b75,Seed,6000000,USD,6000000,2023-07-12,6,2,Crafting the building blocks of modern primary care,"Health Care, Information Technology, Medical","San Francisco, California, United States, North America",,https://fold.health,Fold Health,https://www.crunchbase.com/organization/fold-health,"Anurag Jain, Dr. Christine Cassel, Iron Pillar, Molly Coye, Rushika Fernandopulle, Sridhar Krishnamurthi"
Seed Round - RideTandem,https://www.crunchbase.com/funding_round/ridetandem-seed--9677fee5,Seed,2300000,GBP,2989078,2023-07-12,6,4,RideTandem focuses on transportation technology.,Transportation,"London, England, United Kingdom, Europe",,https://www.ridetandem.co,RideTandem,https://www.crunchbase.com/organization/ridetandem,"1818 Venture Capital, Ascension, Blackfinch Ventures, FirstMonday VC, Low Carbon Innovation Fund, Rainmaking Impact"
Seed Round - SmartDukaan,https://www.crunchbase.com/funding_round/smartdukaan-seed--7887ddd4,Seed,10000000,USD,10000000,2023-07-10,2,1,SmartDukaan operates as a smartphone retail chain.,"Mobile, Retail","Noida, Uttar Pradesh, India, Asia",,https://www.smartdukaan.com/,SmartDukaan,https://www.crunchbase.com/organization/smartdukaan,"Findoc, Leafberry"
Seed Round - Astraveus,https://www.crunchbase.com/funding_round/astraveus-seed--31c88890,Seed,16500000,EUR,18079952,2023-06-27,4,2,Astraveus is an automated bioprocessing system for the production of cell and gene therapies.,Biotechnology,"Paris, Ile-de-France, France, Europe",Less than $1M,http://www.astraveus.com,Astraveus,https://www.crunchbase.com/organization/astraveus,"AdBio partners, Bpifrance Large Venture, Johnson & Johnson Innovation – JJDC, M Ventures"
Seed Round - Baskit,https://www.crunchbase.com/funding_round/baskit-seed--22a6da22,Seed,3300000,USD,3300000,2023-06-27,8,4,Strengthening consumer supply chains in Indonesia.,"B2B, Information Technology","Jakarta, Jakarta Raya, Indonesia, Asia",$1M to $10M,https://baskit.app/,Baskit,https://www.crunchbase.com/organization/baskit,"1982 Ventures, Betatron Venture Group, DS/X Ventures, Forge Ventures, Investible, Michael Sampoerna, Moses Lo, Orvel Ventures"
Seed Round - Gradia Health,https://www.crunchbase.com/funding_round/gradia-health-seed--b8007928,Seed,4200000,USD,4200000,2023-07-12,11,2,"Integrated, concierge healthcare--at scale","Health Care, Information Technology","Palo Alto, California, United States, North America",,https://www.gradia.com,Gradia Health,https://www.crunchbase.com/organization/gradia-health,"Atlanta Ventures, Austen Allred, David Tsao, Eric Feldman, Gene Lee, Jesse Clayburgh, Juan Benet, Jude Gomila, MaC Venture Capital, Soma Capital, Y Combinator"
Seed Round - Pixion Games,https://www.crunchbase.com/funding_round/pixion-games-seed--3bdaa09c,Seed,5500000,USD,5500000,2023-06-25,10,2,Pixion Games is a studio focused on building competitive esports games for mobile device.,"Computer, Video Games","London, England, United Kingdom, Europe",$1M to $10M,https://pixiongames.com/,Pixion Games,https://www.crunchbase.com/organization/pixion-games,"Blizzard Fund, Eldridge, GSR, Mechanism Capital, Merit Circle, Misfits Gaming Group, Ready Player DAO, Shima Capital, VGC Partners, Zee Prime Capital"
Seed Round - Eureka Health,https://www.crunchbase.com/funding_round/eureka-health-seed--3a5b0535,Seed,7000000,USD,7000000,2023-07-12,9,1,Helping people with chronic conditions mitigate their symptoms.,Health Care,"Sacramento, California, United States, North America",,https://eurekahealth.com/,Eureka Health,https://www.crunchbase.com/organization/eureka-health,"Able Partners, Anne Wojcicki, Bling Capital, Bow Capital, Khosla Ventures, Marty Tenenbaum, SciFi VC, South Park Commons, Susan Wojcicki"
Seed Round - Fairlyne,https://www.crunchbase.com/funding_round/fairlyne-seed--b47f135a,Seed,2700000,EUR,2973843,2023-07-11,4,1,Fairlyne is a software company that specializes in resale SaaS for travel brands.,"SaaS, Software, Travel","Paris, Ile-de-France, France, Europe",,https://fairlyne.com,Fairlyne,https://www.crunchbase.com/organization/fairlyne,"Evolem Start, FJ Labs, Kima Ventures, Speedinvest"
Pre Seed Round - Danti,https://www.crunchbase.com/funding_round/danti-97f2-pre-seed--7ce53a70,Pre-Seed,2750000,USD,2750000,2023-06-21,10,2,Search engine for all of Earth's data,"Artificial Intelligence, Drone Management, Geospatial, Information Technology, Internet","Atlanta, Georgia, United States, North America",,https://danti.ai,Danti,https://www.crunchbase.com/organization/danti-97f2,"Jeff Crusey, Jordan Noone, Keith Masback, Overline, Philip Krim, Radius Capital, Raven One Ventures, Space.VC, Tareytown Ventures, Tech Square Ventures"
Pre Seed Round - Menthum,https://www.crunchbase.com/funding_round/menthum-pre-seed--307ffeed,Pre-Seed,,,,2023-07-10,2,1,Menthum Mobile App is a simple and safe digital saving solution.,"Banking, Financial Services, Mobile Apps","Gîza, Al Jizah, Egypt, Africa",,https://www.menthum.com,Menthum,https://www.crunchbase.com/organization/menthum,"A15, Acasia Ventures"
Pre Seed Round - eaze,https://www.crunchbase.com/funding_round/eaze-39ba-pre-seed--5e6a3ad7,Pre-Seed,1700000,EUR,1851246,2023-07-06,31,3,"eaze is a mobile app, helping people to sleep better based on cognitive behavioural therapy.","Apps, Health Care, Mobile Apps, Software, Wellness","Berlin, Berlin, Germany, Europe",,https://www.eaze.de,eaze,https://www.crunchbase.com/organization/eaze-39ba,"Alexander Kihm, Anton Rummel, APX, Barmenia Next Strategies, Benjamin Bak, Cornelia Hoppe, Daniel Schulte-Hillen, David Nordhausen, Dimiter Tschawow, Dr. Claudio Kasper, Felix Speiser, HEARTFELT, Johannes Boyne, Johannes Sass, Jonas Kulessa, Marius Obiegala, Mathias Holzmann, Maximilian Heberger, Mike Mahlkow, Nico Kasper, Nils Schlieper, Paula Schüre, Philipp Man, Randolf Schürmann, Redstone, Ronny Ahlswede, Royston Tay, Ryan Hood, Sofie Quidenus-Wahlforss, Susanne Doench-Pappalardo, Vincent Hoursch"
Seed Round - Kaso,https://www.crunchbase.com/funding_round/elkaso-seed--0a46acc5,Seed,10500000,USD,10500000,2023-07-12,9,4,Kaso is a B2B marketplace.,"B2B, E-Commerce, Information Technology, Made to Order, Marketplace, Restaurants","Dubai, Dubai, United Arab Emirates, Asia",,https://www.kaso.ai/,Kaso,https://www.crunchbase.com/organization/elkaso,"BY VP, Cyfr, Global Founders Capital, HALA Ventures, MSA Novo, Pioneer Fund, SEEDRA Ventures, Spade Ventures, Vulpes Ventures"
Seed Round - Propel,https://www.crunchbase.com/funding_round/hirefreehands-seed--cc02e7f4,Seed,2500000,EUR,2751334,2023-07-10,4,3,"Helping growth-stage companies hire top tech talent from emerging markets, curated through a data-driven 'Community-as-a-Service' platform.","Financial Services, Human Resources, Internet, Software","Berlin, Berlin, Germany, Europe",,https://withpropel.com,Propel,https://www.crunchbase.com/organization/hirefreehands,"APX, Future of Learning Fund, Golden Egg Check Capital, No Such Ventures"
Seed Round - Passage,https://www.crunchbase.com/funding_round/passage-e540-seed--29e394ba,Seed,30000000,USD,30000000,2023-06-27,3,1,Our mission is to provide access to life-changing educational and career opportunities.,,"Toronto, Ontario, Canada, North America",,https://www.passage.com/,Passage,https://www.crunchbase.com/organization/passage-e540,"Ali Tamaseb, Drive Capital, Plug and Play"
Seed Round - Swave Photonics,https://www.crunchbase.com/funding_round/swave-photonics-seed--7945f59c,Seed,3000000,EUR,3286655,2023-06-22,5,2,Swave Photonics is a fabless semiconductor firm that designs and manufactures holographic chips based on diffractive photonics technology.,"Augmented Reality, Manufacturing, Semiconductor","Leuven, Vlaams-Brabant, Belgium, Europe",,https://www.swave.io,Swave Photonics,https://www.crunchbase.com/organization/swave-photonics,"Acequia Capital (AceCap), Flanders Future Techfund, imec.xpand, Luminate, Qbic Fund"
Seed Round - AwesomeQA,https://www.crunchbase.com/funding_round/awesomeqa-seed--a4e98d7a,Seed,2800000,USD,2800000,2023-07-11,10,1,AwesomeQA is building the AI driven customer support solution for web3.,"Artificial Intelligence, Customer Service, Software",,,https://home.awesomeqa.xyz/,AwesomeQA,https://www.crunchbase.com/organization/awesomeqa,"Christopher May, Coinbase Ventures, Collab+Currency, Hasu Mr, Lorey Ventures, North Island Ventures, Possible Ventures, Robot Ventures, Stepan Simkin, Uniswap"
Seed Round - Steady Energy,https://www.crunchbase.com/funding_round/steady-energy-seed--cd57573e,Seed,2000000,EUR,2191509,2023-06-27,3,1,Steady Energy aims to decarbonize the energy-intensive heating industry starting with residential and district heating.,Renewable Energy,,,https://www.steadyenergy.com/,Steady Energy,https://www.crunchbase.com/organization/steady-energy,"Lifeline Ventures, VTT Technical Research Centre of Finland, Yes VC"
Seed Round - Oben Electric,https://www.crunchbase.com/funding_round/oben-ev-seed--15f6ef0e,Seed,400000000,INR,4878134,2023-06-27,6,5,"Oben Electric is an electric 2-wheeler manufacturing company that performs in-house designing, R&D, and manufacturing of its product.","Automotive, Electric Vehicle, Manufacturing, Sustainability, Transportation","Bangalore, Karnataka, India, Asia",,https://www.obenev.com/,Oben Electric,https://www.crunchbase.com/organization/oben-ev,"India Renewable Energy Development Agency, Kalvani Family Office, Mumbai Angels, Stride Ventures, US India EV Angels, We Founder Circle"
Seed Round - Vellum,https://www.crunchbase.com/funding_round/vellum-74f3-seed--358a56bb,Seed,5000000,USD,5000000,2023-07-11,7,2,Vellum is a developer platform for the production of LLM apps.,"Developer Platform, Information Technology, Software","New York, New York, United States, North America",,https://vellumai.net/,Vellum,https://www.crunchbase.com/organization/vellum-74f3,"Arash Ferdowsi, Dharmesh Shah, Divya Bhat, Eastlink Capital, Pioneer Fund, Rebel Fund, Y Combinator"
Seed Round - Loora,https://www.crunchbase.com/funding_round/loora-seed--dd74e356,Seed,9250000,USD,9250000,2023-06-27,5,1,Loora is an e-learning app that allows its users to learn and speak English based on their convenient timings.,"E-Learning, EdTech, Language Learning","Tel Aviv, Tel Aviv, Israel, Asia",,https://loora.ai/,Loora,https://www.crunchbase.com/organization/loora,"Amit Gilon, Emerge, Kaedan Capital, Two Lanterns Venture Partners, Zohar Gilon"
Seed Round - Algori,https://www.crunchbase.com/funding_round/algori-seed--1d5a9d78,Seed,3300000,EUR,3619770,2023-07-07,4,1,Algori is a data analytics firm that is rethinking the consumer panel for the consumer products sector.,"Analytics, Consumer","Madrid, Madrid, Spain, Europe",,https://algori.ai/,Algori,https://www.crunchbase.com/organization/algori,"Change Ventures, Flashpoint, Jared Schrieber, Shilling"
Seed Round - Flagship,https://www.crunchbase.com/funding_round/flagship-3d9f-seed--6f8641d3,Seed,5000000,USD,5000000,2023-07-11,7,2,Flagship develops a SaaS data science solution that brings predictive machine-learning intelligence to retail.,"Artificial Intelligence, Machine Learning, Retail Technology, SaaS","New York, New York, United States, North America",,https://flagshiprtl.com/,Flagship,https://www.crunchbase.com/organization/flagship-3d9f,"ASK US FOR IDEAS, Dream Ventures, Essential Capital, Future Archives Unlimited, LLC, Insight Partners, Kleiner Perkins, Klemhurst"
Seed Round - Kinnu,https://www.crunchbase.com/funding_round/kinnu-seed--1a6bf9b2,Seed,6500000,USD,6500000,2023-07-05,7,1,Kinnu is a learning engine that allows to explore new concepts and master any field of study.,"Artificial Intelligence, EdTech, Education, Information Services","London, England, United Kingdom, Europe",,https://kinnu.xyz,Kinnu,https://www.crunchbase.com/organization/kinnu,"Cavalry Ventures, Guy Podjarny, Jigsaw, LocalGlobe, Rene Rechtman, Spark Capital, Tom Hulme"
Seed Round - Trebellar,https://www.crunchbase.com/funding_round/trebellar-seed--e44f2d27,Seed,3500000,USD,3500000,2023-07-12,7,1,Trebellar specializes in helping firms optimize building operations and space decisions to reduce carbon emissions.,"Construction, Environmental Consulting, Real Estate","San Francisco, California, United States, North America",,https://trebellar.com/,Trebellar,https://www.crunchbase.com/organization/trebellar,"Alt-Capital, Bynd Venture Capital, Everywhere Ventures (The Fund), Haystack, Jetstream, K Fund, Two Culture Capital"
Seed Round - NOMU Group,https://www.crunchbase.com/funding_round/nomu-group-seed--4dc31869,Seed,5000000,USD,5000000,2023-07-04,6,1,Reinventing Groceries for Families & Small F&B Pros,"Food and Beverage, Grocery","Riyadh, Ar Riyad, Saudi Arabia, Asia",,https://www.nomu.group,NOMU Group,https://www.crunchbase.com/organization/nomu-group,"Altoukhi Family Office, Bakr Family Office, Core Vision Investments, DivCapital, Purity for Information Technology, Shurafa Real Estate Development"
Pre Seed Round - Agel,https://www.crunchbase.com/funding_round/agel-dd8b-pre-seed--88d0e483,Pre-Seed,,,,2023-06-21,5,2,Agel is Egypt’s First Islamic Fintech; aiming to provide alternative financing solutions that cater MSMEs unique needs.,"B2B, Financial Services, FinTech, Lending","Cairo, Al Qahirah, Egypt, Africa",,http://www.agel.io,Agel,https://www.crunchbase.com/organization/agel-dd8b,"Banque Misr, Flat6Labs, Plus Venture Capital, SEEDRA Ventures, Seedstars"
Seed Round - Lighthouse Games,https://www.crunchbase.com/funding_round/lighthouse-games-seed--8ad3f0fc,Seed,,,,2023-07-05,1,1,Lighthouse works at the bleeding edge of video game development.,"Gaming, Online Games, Video Games","Leamington, Ontario, Canada, North America",,https://lighthousegames.com,Lighthouse Games,https://www.crunchbase.com/organization/lighthouse-games,Tencent
Seed Round - Gradient Health,https://www.crunchbase.com/funding_round/gradient-health-inc-seed--fd030bf2,Seed,2750000,USD,2750000,2023-06-20,9,4,Gradient Health develops an open research platform that offers AI-based medical imaging diagnostics and infrastructure.,"Artificial Intelligence, Health Care, Medical, Wellness","Durham, North Carolina, United States, North America",Less than $1M,https://gradienthealth.io,Gradient Health,https://www.crunchbase.com/organization/gradient-health-inc,"Boro Capital, David Golan, MedMountain Ventures, ReMY Investors & Consultants, Silicon Valley Social Venture Capital, Supernode Ventures, Triangle Tweener Fund, VentureSouth, Wavemaker 360"
Seed Round - VersiFi,https://www.crunchbase.com/funding_round/versifi-c256-seed--26fa783d,Seed,,,,2023-07-05,1,1,VersiFi is a prime services platform.provides full-service prime brokerage solutions.,"Risk Management, Service Industry","New York, New York, United States, North America",,https://www.versifi.io,VersiFi,https://www.crunchbase.com/organization/versifi-c256,Hunting Hill Global Capital
