Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL,Investor Names
Seed Round - FarmWorks,https://www.crunchbase.com/funding_round/farmworks-seed--be80ca78,Seed,4000000,USD,4000000,2023-07-27,3,1,FarmWorks is an agricultural technology company that gives farmers access to farm inputs as well as a market for the produce.,"Agriculture, Farmers Market, Farming","Nairobi, Nairobi Area, Kenya, Africa",,https://farmworks.africa,FarmWorks,https://www.crunchbase.com/organization/farmworks,"Acumen Resilient Agriculture Fund, Livelihood Impact Fund, VestedWorld"
Seed Round - Foraged,https://www.crunchbase.com/funding_round/foraged-seed--5ff1b681,Seed,2700000,USD,2700000,2023-07-12,5,2,The marketplace for wild and specialty foods,"Agriculture, AgTech, Food and Beverage, Marketplace, Organic Food","Washington, District of Columbia, United States, North America",,https://foraged.com,Foraged,https://www.crunchbase.com/organization/foraged,"Bessemer Venture Partners, Eric Baker, Harley Finkelstein, Jeremy Stoppelman, Micha Kaufman"
Seed Round - Bunker,https://www.crunchbase.com/funding_round/bunker-650e-seed--9655f5c4,Seed,5000000,USD,5000000,2023-07-24,16,1,Bunker is a financial analytics software that offers contemporary executives quick access to deep visibility into metrics.,"Accounting, Financial Services, Web Development","Singapore, Central Region, Singapore, Asia",,https://www.bunkertech.io,Bunker,https://www.crunchbase.com/organization/bunker-650e,"Alpha JWC Ventures, Alpine Venture Capital, Chris Lin, Christian Sutardi, Gaurav Gupta, GFC, January Capital, Jonathan Wong, Money Forward, Nakul Malhotra, Northstar Group, Patamar Capital, Rosemary DeAaragon, Shaun Hon, Tiger Fang, Warren Tseng"
Seed Round - Blitz,https://www.crunchbase.com/funding_round/grow-simplee-seed--a5de2735,Seed,3000000,USD,3000000,2023-07-19,15,1,Blitz is a delivery platform.,"Delivery Service, E-Commerce, Logistics, Shipping, Transportation","Bengaluru, Karnataka, India, Asia",,https://www.blitznow.in/,Blitz,https://www.crunchbase.com/organization/grow-simplee,"Abhinav Jain, Anshoo Sharma, Arjun Vaidya, Better Capital, Farid Ahsan, First Cheque, Gaurav Pushkar, India Quotient, Ishendra Agarwal, Kalpak Chhajed, Kunal Shah, Piyush Kedia, Prabhkirandeep Singh, Rahul Dash, Titan Capital"
Seed Round - Effectiv,https://www.crunchbase.com/funding_round/effectiv-seed--7dc5f887,Seed,4500000,USD,4500000,2023-07-26,2,3,Fraud detection platform for financial institutions,"Analytics, FinTech","San Francisco, California, United States, North America",,https://effectiv.ai,Effectiv,https://www.crunchbase.com/organization/effectiv,"Accel, Better Tomorrow Ventures"
Seed Round - Frigade,https://www.crunchbase.com/funding_round/frigade-seed--a0c4b54c,Seed,3000000,USD,3000000,2023-07-21,9,2,Frigade is a developer tool that makes it easy for developers to build better product onboarding and education.,"Developer Tools, Software","San Francisco, California, United States, North America",,https://frigade.com,Frigade,https://www.crunchbase.com/organization/frigade,"Arash Ferdowsi, Craft Ventures, Defy.vc, Guillermo Rauch, Jean-Denis Greze, La Famiglia, Mads Johnsen, MAGIC Fund, Y Combinator"
Seed Round - constellr,https://www.crunchbase.com/funding_round/constellr-seed--e653583d,Seed,17000000,EUR,18807161,2023-07-24,9,8,"Constellr develops an imaging technology to assess vegetation, soil health, and industrial monitoring for the agriculture sector.","Agriculture, Database, Geospatial, Productivity Tools","Freiburg, Baden-Wurttemberg, Germany, Europe",$1M to $10M,https://constellr.com,constellr,https://www.crunchbase.com/organization/constellr,"Amathaon Capital, Einstein Industries Ventures, EIT Food, FTTF, Karista, Lakestar, Natural Ventures, OHB Venture Capital, Vsquared Ventures"
Seed Round - Terminal Industries,https://www.crunchbase.com/funding_round/terminal-industries-seed--d757d5eb,Seed,17000000,USD,17000000,2023-07-20,11,1,Terminal Industries builds the novel AI platforms that helps logistics operators in creating efficient and resilient supply chain.,"Artificial Intelligence, Logistics, Supply Chain Management","Austin, Texas, United States, North America",,https://www.terminal-industries.com/,Terminal Industries,https://www.crunchbase.com/organization/terminal-industries,"8VC, 9Yards Capital, Amplifier, Lineage Logistics, MS&AD Ventures, NFI Ventures, northstar.vc, Prologis Ventures, RyderVentures, THE FRIEDKIN GROUP, Velocity Vehicle Group"
Seed Round - SPEEDIANCE,https://www.crunchbase.com/funding_round/speediance-seed--0ed5668d,Seed,50000000,CNY,6971847,2023-07-17,4,3,"SPEEDIANCE promotes digitization, popularization and platformization of the fitness field, exploring a healthier lifestyle with users.","Fitness, Health Care, Wellness","Shenzhen, Guangdong, China, Asia",,https://www.speediance.com,SPEEDIANCE,https://www.crunchbase.com/organization/speediance,"Frees Fund, Haiyi Investment, Oriza Seed Capital (Oriza Yuandian), Rongda CVC"
Seed Round - QuoIntelligence,https://www.crunchbase.com/funding_round/quointelligence-seed--3f45cecc,Seed,5000000,EUR,5489100,2023-07-27,1,1,"Our Finished Intelligence, tailor-made for your organization","Artificial Intelligence, Cyber Security, Machine Learning, Risk Management, SaaS","Frankfurt, Hessen, Germany, Europe",,https://quointelligence.eu,QuoIntelligence,https://www.crunchbase.com/organization/quointelligence,eCAPITAL ENTREPRENEURIAL PARTNERS
Seed Round - Isometric,https://www.crunchbase.com/funding_round/isometric-seed--61ef4751,Seed,25000000,USD,25000000,2023-07-17,6,1,Isometric is a carbon removal registry and science platform.,"Analytics, CleanTech, Internet","London, England, United Kingdom, Europe",,https://isometric.com,Isometric,https://www.crunchbase.com/organization/isometric,"David Helgason, Ilkka Paananen, Lowercarbon Capital, Niklas Zennström, Plural, Ross Mason"
Seed Round - NK:IO,https://www.crunchbase.com/funding_round/nk-io-seed--db3d895c,Seed,1200000,GBP,1547243,2023-07-25,5,4,NK:IO is a biotech company that develops novel approaches to natural killer cell-mediated immunotherapy.,"Biotechnology, Life Science, Therapeutics","London, England, United Kingdom, Europe",,https://nk-io.com,NK:IO,https://www.crunchbase.com/organization/nk-io,"Cancer Research Horizons, Meltwind Advisory, Start Codon, the Imperial College Innovation Fund, UK Innovation & Science Seed Fund"
Pre Seed Round - SuperFi,https://www.crunchbase.com/funding_round/superfi-finance-pre-seed--45bae6b0,Pre-Seed,900000,EUR,988038,2023-07-27,4,3,SuperFi is a financial application that provides personalized debt support,"Apps, Financial Services, FinTech","London, England, United Kingdom, Europe",,https://www.joinsuperfi.com/,SuperFi,https://www.crunchbase.com/organization/superfi-finance,"Ascension, Christer Holloman, Fair By Design Fund, Force Over Mass Capital"
Seed Round - Quobly,https://www.crunchbase.com/funding_round/quobly-seed--e9bf36d9,Seed,19000000,EUR,21167062,2023-07-12,9,1,"Quobly create and market a universal large-scale quantum computer, using tried-and-true semiconductor industry procedures.","Information Technology, Quantum Computing, Semiconductor",,,https://www.quobly.io,Quobly,https://www.crunchbase.com/organization/quobly,"BNP Paribas, Bpifrance, Caisse d'Epargne Rhone Alpes, CEA Investissement, Crédit Agricole Alpes Development, France 2030, Innovacom, Quantonation, Supernova Invest"
Seed Round - Ethena,https://www.crunchbase.com/funding_round/ethena-b5a5-seed--a15d3276,Seed,6000000,USD,6000000,2023-07-17,9,1,Ethena provides derivative infrastructure in order to transform Ethereum into the first crypto-native yield bearing stablecoin.,"Blockchain, Cryptocurrency","Lisbon, Lisboa, Portugal, Europe",,https://www.ethena.fi,Ethena,https://www.crunchbase.com/organization/ethena-b5a5,"Arthur Hayes, Bybit, Deribit, Dragonfly, Gemini, Huobi, Maelstrom, OKX, Wintermute"
Seed Round - Mobilo Card,https://www.crunchbase.com/funding_round/mobilo-card-seed--1bc624ab,Seed,4100000,USD,4100000,2023-07-25,2,2,Mobilo is a digital business card that uses NFC to wirelessly exchange contact information.,,"New York, New York, United States, North America",,https://www.mobilocard.com/,Mobilo Card,https://www.crunchbase.com/organization/mobilo-card,"DeepWork Capital, TMT Investments"
Seed Round - Yubot,https://www.crunchbase.com/funding_round/yubot-e3be-seed--54584f5d,Seed,10000000,CNY,1383700,2023-07-19,,1,"Yubot is a technology company that focuses on the development, manufacture, and sale of home service robots.",Information Technology,,,https://www.yubot.com,Yubot,https://www.crunchbase.com/organization/yubot-e3be,
Seed Round - finres,https://www.crunchbase.com/funding_round/finres-d67c-seed--4582a1c3,Seed,4100000,EUR,4515836,2023-07-11,12,1,finres offers a comprehensive algorithmic solution for recognizing and assessing climate risks in order to prioritize adaptation efforts.,"Agriculture, Artificial Intelligence, Big Data, Financial Services","Paris, Ile-de-France, France, Europe",,https://finres.org,finres,https://www.crunchbase.com/organization/finres-d67c,"AFI Ventures, Anna Alex, Better Angle, Illuminate Financial, Kima Ventures, Michaël Diguet, Plug and Play, Raise Sherpas, Renaud Visage, Speedinvest, Tiny VC, Valentine Baudouin Barbelivien"
Seed Round - Materials Nexus,https://www.crunchbase.com/funding_round/materials-nexus-seed--8b4dcdc7,Seed,2000000,GBP,2585408,2023-07-26,13,2,Materials Nexus is a deep-tech company accelerating the change to net-zero materials,,"London, England, United Kingdom, Europe",,http://materialsnexus.com,Materials Nexus,https://www.crunchbase.com/organization/materials-nexus,"Ada Ventures, Andrew MacKay, Carbon13, ETCapital, G-Force, High-Tech Grunderfonds, Hugh Smith, Jamin Thompson, Jasmin Thomas, Katapult, MD ONE Ventures, Michael Eisenberg, University of Cambridge"
Seed Round - Trunk Tools,https://www.crunchbase.com/funding_round/trunk-tools-seed--3d6dea8e,Seed,9900000,USD,9900000,2023-07-13,3,1,Trunk Tools is a construction finance company that aligns workers' incentives with measurable goals based on best practices.,"FinTech, Productivity Tools, Software","New York, New York, United States, North America",,https://trunktools.com,Trunk Tools,https://www.crunchbase.com/organization/trunk-tools,"Fifth Wall, Foundation Capital, Innovation Endeavors"
Seed Round - Finicast,https://www.crunchbase.com/funding_round/finicast-seed--34acc847,Seed,12800000,USD,12800000,2023-07-27,1,4,Finicast provides business financial planning and analysis software.,"Analytics, FinTech, Software","San Mateo, California, United States, North America",,https://www.finicast.com,Finicast,https://www.crunchbase.com/organization/finicast,Celesta Capital
Seed Round - Equabli,https://www.crunchbase.com/funding_round/equabli-seed--39111bae,Seed,3350000,USD,3350000,2023-07-11,3,2,"Equabli specializes in debt recovery, creditor benefits, compliance, and lifecycle management.","Compliance, Debt Collections, Finance, Financial Services","Austin, Texas, United States, North America",,https://www.equabli.com,Equabli,https://www.crunchbase.com/organization/equabli,"BankTech Ventures, Cross River Digital Ventures, Social Leverage"
Pre Seed Round - MyCover.ai,https://www.crunchbase.com/funding_round/mycover-ai-pre-seed--00878b83,Pre-Seed,1250000,USD,1250000,2023-07-19,3,2,An open insurance API that enables businesses embed insurance into their existing products & services.,"Insurance, InsurTech","Lekki, Lagos, Nigeria, Africa",,https://www.mycover.ai,MyCover.ai,https://www.crunchbase.com/organization/mycover-ai,"Founders Factory Africa, Techstars, Ventures Platform"
Seed Round - ReflexAI,https://www.crunchbase.com/funding_round/reflexai-seed--5c6945aa,Seed,3300000,USD,3300000,2023-07-27,4,3,"ReflexAI provides organizations with tools that transform how they train, develop, and empower their frontline teams.","Information Technology, Machine Learning, Natural Language Processing","New City, New York, United States, North America",,https://www.reflexai.com/,ReflexAI,https://www.crunchbase.com/organization/reflexai,"Alt Capital, Emerson Collective, Footwork, Gaingels"
Seed Round - Wing Cloud,https://www.crunchbase.com/funding_round/wing-6186-seed--266b0f9a,Seed,20000000,USD,20000000,2023-07-18,10,1,Wing Cloud is a cloud-oriented programming language,"Cloud Computing, Cloud Infrastructure, Cloud Management, Cloud Security, Developer Tools, Open Source, PaaS, Simulation, Software, Software Engineering","Wilmington, Delaware, United States, North America",,https://www.wing.cloud/,Wing Cloud,https://www.crunchbase.com/organization/wing-6186,"Amit Agarwal, Armon Dadgar, Battery Ventures, Benny Schnaider, Cerca Partners, Grove Ventures, Operator Partners, Secret Chord Ventures, StageOne Ventures, Zack Kanter"
Pre Seed Round - Plotch,https://www.crunchbase.com/funding_round/plotch-pre-seed--ccbf4a52,Pre-Seed,,,,2023-07-26,4,1,AI driven e-commerce ERP,E-Commerce,"Mumbai, Maharashtra, India, Asia",,https://plotch.ai,Plotch,https://www.crunchbase.com/organization/plotch,"Antler India, Apoletto Managers, Global Founders Capital, Peak XV Partners"
Seed Round - Ubicept,https://www.crunchbase.com/funding_round/ubicept-seed--bb34fd5b,Seed,8000000,USD,8000000,2023-07-25,4,3,Ubicept provides imaging solutions that enables to see in the dark and other challenging environments.,"Computer Vision, Image Recognition, Software","Boston, Massachusetts, United States, North America",,https://www.ubicept.com/,Ubicept,https://www.crunchbase.com/organization/ubicept,"Phoenix Venture Partners, The E14 Fund, Ubiquity Ventures, Wisconsin Alumni Research Foundation"
Seed Round - Cosmic Wire,https://www.crunchbase.com/funding_round/cosmic-wire-seed--0786fa30,Seed,30000000,USD,30000000,2023-07-19,2,2,"Cosmic Wire utilizes proprietary technology and decentralized applications, creating the backbone operating system for the Web3 ecosystem.","Information Technology, Media and Entertainment, Web Development","Miami, Florida, United States, North America",,https://cosmicwire.com/,Cosmic Wire,https://www.crunchbase.com/organization/cosmic-wire,"Polygon, Solana Foundation"
Seed Round - DGG,https://www.crunchbase.com/funding_round/dgg-611f-seed--c4f14da8,Seed,4000000,EUR,4453851,2023-07-20,6,2,"DGG is a German deep tech SaaS company, creating RapidCompact - the world's leading platform for 3D data optimization.","3D Technology, Artificial Intelligence, Augmented Reality, E-Commerce, SaaS, Software, Virtual Reality","Darmstadt, Hessen, Germany, Europe",Less than $1M,https://rapidcompact.com,DGG,https://www.crunchbase.com/organization/dgg-611f,"3VC, Charlie Songhurst, Chris Schagen, FTTF, IRIS, Rendered VC"
Seed Round - Zuno Carbon,https://www.crunchbase.com/funding_round/zuno-carbon-seed--764e4d83,Seed,2500000,USD,2500000,2023-07-25,3,2,"Zuno provides end-to-end carbon management solutions that enables organization to track, report, and reduce their environmental impact.","Information Technology, Software","Singapore, Central Region, Singapore, Asia",,https://www.zunocarbon.com,Zuno Carbon,https://www.crunchbase.com/organization/zuno-carbon,"Blue InCube Ventures, Seeds Capital, Wavemaker Partners"
Pre Seed Round - Jellybean,https://www.crunchbase.com/funding_round/jellybean-pre-seed--ed8ca900,Pre-Seed,350000,USD,350000,2023-07-12,6,1,Jellybean revolutionizes the world of employee benefits by offering a seamless and individualized experience.,"Employee Benefits, Internet","Wilmington, Delaware, United States, North America",,https://www.jellybean.life,Jellybean,https://www.crunchbase.com/organization/jellybean,"Mars Shot Ventures, Paradigm Shift Capital, Saurabh Nigam, Sumant Narayanan, Sunn91 Ventures, Vaibhav Vardhan"
Seed Round - RecruitBot,https://www.crunchbase.com/funding_round/recruitbot-seed--54ced3ff,Seed,8200000,USD,8200000,2023-07-11,5,2,RecruitBot provides recruitment services using big data and machine learning technologies.,"Artificial Intelligence, Big Data, Machine Learning, Recruiting","San Francisco, California, United States, North America",,https://www.recruitbot.com/,RecruitBot,https://www.crunchbase.com/organization/recruitbot,"Freestyle Capital, Kevin Mahaffey, OCA Ventures, Parade Ventures, Slow Ventures"
Seed Round - Hoop Carpool,https://www.crunchbase.com/funding_round/hoop-carpool-seed--339e38df,Seed,1200000,EUR,1321708,2023-07-11,13,4,"Hoop Carpool is a SaaS Carpooling Platform for Companies, Universities and Citi-halls","Car Sharing, Mobile Apps","Madrid, Madrid, Spain, Europe",,https://hoopcarpool.com,Hoop Carpool,https://www.crunchbase.com/organization/hoop-carpool,"4Founders Capital, AXIS, Banco Sabadell, Carles Florensa Torné, David Tomás, Delfí Torns, Fernando Lelo de Larrea, Foreign Education Investment Bank, Juanjo Mostazo, Lanai Partners, Marc Ferran, Nacho Alonso Cembrano, Ship2B Ventures"
Seed Round - ScorePlay,https://www.crunchbase.com/funding_round/scoreplay-seed--9584cd91,Seed,4500000,EUR,4972540,2023-07-25,8,3,ScorePlay is an AI-powered digital asset manager for sports-specific workflows.,"Soccer, Sports","Lisbon, Lisboa, Portugal, Europe",,https://scoreplay.io/,ScorePlay,https://www.crunchbase.com/organization/scoreplay,"35V, Alejandro Bedoya, Alexandre Yazdi, another.vc, Counterpart Advisors, Raphaël Varane, Renaud Visage, Seven Seven Six"
Seed Round - Spline,https://www.crunchbase.com/funding_round/spline-a3e5-seed--af7f94e5,Seed,15000000,USD,15000000,2023-07-13,8,2,"A 3d design tool for the web, without coding.",Software,"Middletown, Delaware, United States, North America",$1M to $10M,http://spline.design/,Spline,https://www.crunchbase.com/organization/spline-a3e5,"Backend Capital, Chapter One Ventures, First Round Capital, Gradient Ventures, Guillermo Rauch, NXTP Ventures, Vlad Magdalin, Y Combinator"
Seed Round - Florida Street,https://www.crunchbase.com/funding_round/pixel-gg-seed--a21a00e4,Seed,5350000,USD,5350000,2023-07-11,23,3,"Decentralized NFT lending protocol engineered to create the most capital-efficient, transparent, and open credit market for NFTs.","Blockchain, Cryptocurrency, Gaming, Marketplace","New York, New York, United States, North America",,https://www.floridastreet.xyz/,Florida Street,https://www.crunchbase.com/organization/pixel-gg,"17Sigma, 6th Man Ventures, Afore Capital, ANIMO Ventures, Archetype, Daniel Vogel, Distributed Global, Dragonfly, FirstMark, FJ Labs, Foundation Capital, FundersClub, Hack VC, Jack Herrick, Jake Zeller, Joyce Yang, Kendrick Nguyen, Matthew Ball, Myelin VC, Nader Al-Naji, Pantera Capital, Third Kind Venture Capital, Vira Ventures"
Seed Round - 3D BioFibR,https://www.crunchbase.com/funding_round/3d-biofibr-seed--d852bbaf,Seed,3520000,CAD,2671838,2023-07-20,4,5,3D BioFibR is an advanced bio fiber materials company.,"Biotechnology, Manufacturing, Textiles","Halifax, Nova Scotia, Canada, North America",$1M to $10M,https://3dbiofibr.com/,3D BioFibR,https://www.crunchbase.com/organization/3d-biofibr,"Build Ventures, Concrete Ventures, Globalive Capital, Invest Nova Scotia"
Pre Seed Round - House Numbers,https://www.crunchbase.com/funding_round/house-numbers-pre-seed--1174cb29,Pre-Seed,3750000,USD,3750000,2023-07-11,3,1,House Numbers helps homeowners gain financial independence by understanding and optimizing their largest asset — their home.,"Artificial Intelligence, Consumer Lending, Financial Services, FinTech, Machine Learning","San Francisco, California, United States, North America",,https://housenumbers.io/cb,House Numbers,https://www.crunchbase.com/organization/house-numbers,"Maven Ventures, Resolute Ventures, Uncommon Capital"
Seed Round - Neuron Energy,https://www.crunchbase.com/funding_round/neuron-energy-seed--ca65836e,Seed,2000000000,INR,24389632,2023-07-12,4,1,Neuron Energy operates as an EV solutions company.,"Battery, Electric Vehicle","Mumbai, Maharashtra, India, Asia",,https://www.neuronenergy.in/,Neuron Energy,https://www.crunchbase.com/organization/neuron-energy,"Chona Family Office, Equanimity Investments, Kayenne Ventures, Rajiv Dadlani Group"
Seed Round - Kandle,https://www.crunchbase.com/funding_round/drisk-93f1-seed--71808dde,Seed,1700000,USD,1700000,2023-07-25,7,1,Kandle is a gameFi that empowers the existing and next billion crypto traders globally by introducing fantasy gaming to crypto.,"Blockchain, Cryptocurrency, Financial Services, FinTech, Gaming, Online Games","Singapore, Central Region, Singapore, Asia",,https://kandle.xyz,Kandle,https://www.crunchbase.com/organization/drisk-93f1,"Cloud Capital, Founder's Room Capital, Good Capital, PointOne Capital, Saama Capital, Seeders, Sumit Gupta"
Seed Round - Go Eve,https://www.crunchbase.com/funding_round/go-eve-seed--c8bb87e4,Seed,3000000,GBP,3859210,2023-07-10,5,1,Innovations to accelerate the transition to EVs.,Electric Vehicle,"London, England, United Kingdom, Europe",,https://www.goeve.co.uk/,Go Eve,https://www.crunchbase.com/organization/go-eve,"Automotive Ventures, Carter Gem group, Cur8 Capital, Kero Development Partners, The Pearl Family Office"
Seed Round - MAGIC,https://www.crunchbase.com/funding_round/magic-5c3e-seed--20dff999,Seed,2500000,USD,2500000,2023-07-20,9,2,The Smartest Home Gym for Strength Training.,,"London, England, United Kingdom, Europe",,https://magic.fit,MAGIC,https://www.crunchbase.com/organization/magic-5c3e,"Anthony Eskinazi, Cameron Dick, Dan Murray-Serter, Fasanara Capital, Martin Gould, Miguel Martinez, Richard Branson, Saasha Celestial-One, SFC Capital"
Seed Round - SiPhox Health,https://www.crunchbase.com/funding_round/siphox-seed--f6e19936,Seed,10000000,USD,10000000,2023-07-19,10,4,SiPhox Health builds diagnostic infrastructure both for the home and the central lab.,"Health Care, Health Diagnostics, Medical Device","Burlington, Massachusetts, United States, North America",Less than $1M,https://siphoxhealth.com,SiPhox Health,https://www.crunchbase.com/organization/siphox,"Balaji Srinivasan, Bob Lee, Khosla Ventures, Longevitytech.fund, Mass. Manufacturing Innovation Initiative, Metaplanet Holdings, Paul Buchheit, R-Squared Ventures, Vituity, Y Combinator"
Seed Round - Artela,https://www.crunchbase.com/funding_round/artela-seed--845c7fec,Seed,6000000,USD,6000000,2023-07-12,6,1,Artela is an extensible blockchain network enabling developers to build feature rich dApps.,"Apps, Blockchain",,,https://www.artela.network/,Artela,https://www.crunchbase.com/organization/artela,"A&T Capital, Amino Capital, Big Brain Holdings, Dispersion Capital, SevenX Ventures, Shima Capital"
Seed Round - Modives,https://www.crunchbase.com/funding_round/modives-seed--470ce458,Seed,3000000,USD,3000000,2023-07-26,,1,Modives makes personal insurance verification simple for auto dealerships.,"Insurance, Professional Services","Charlotte, North Carolina, United States, North America",,https://modives.com/,Modives,https://www.crunchbase.com/organization/modives,
Seed Round - Eratani,https://www.crunchbase.com/funding_round/eratani-seed--48a7b11a,Seed,2000000,USD,2000000,2023-07-10,4,4,Eratani is an Agri-tech company that provides a positive and constructive social impact on agricultural ecosystems.,"Agriculture, AgTech, Information Services, Information Technology, Supply Chain Management","Jakarta, Jakarta Raya, Indonesia, Asia",,https://eratani.co.id,Eratani,https://www.crunchbase.com/organization/eratani,"Ascend Angels, Genting Ventures, Orvel Ventures, SBI Ven Capital"
Seed Round - EthStorage,https://www.crunchbase.com/funding_round/ethstorage-seed--dec4f2f4,Seed,7000000,USD,7000000,2023-07-27,13,1,EthStorage is a crypto startup and It is a storage rollup built on top of ethereum.,"Computer, Web Development","San Francisco, California, United States, North America",,https://eth-store.w3eth.io,EthStorage,https://www.crunchbase.com/organization/ethstorage,"Avant Blockchain, dao5, Dragon Roark, Foresight Ventures, FutureMoney, Galxe, Gate Ventures, GeekCartel, Rebase D. Ventures, SevenX Ventures, Sky9 Capital, Vitalbridge Capital, W3.Hitchhiker"
