Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL,Investor Names
Seed Round - Atlas Metrics,https://www.crunchbase.com/funding_round/atlas-metrics-seed--72effab8,Seed,5200000,EUR,5636202,2023-03-28,11,2,"Atlas Metrics develops technology to collect, manage, and report environmental, social, and governance (ESG) data.",Software,"Berlin, Berlin, Germany, Europe",,https://www.atlasmetrics.io/,Atlas Metrics,https://www.crunchbase.com/organization/atlas-metrics,"another.vc, b2venture (formerly btov Partners), Cameron Hepburn, Charlie Songhurst, Cherry Ventures, Global Founders Capital, Martin Blessing, Matthias Hilpert, Redstone, Rivus Capital, TD Veen"
Seed Round - Huddle01,https://www.crunchbase.com/funding_round/huddle-01-seed--ef29c5c2,Seed,2800000,USD,2800000,2023-04-06,11,2,Building the decentralized real-time communication network.,"Blockchain, Information Technology, Software, Video Conferencing","Middletown, Delaware, United States, North America",,https://huddle01.com/,Huddle01,https://www.crunchbase.com/organization/huddle-01,"Balaji Srinivasan, Dan Romero, East Ventures, Good News Ventures, Hivemind Capital Partners, Juan Benet, LongHash Ventures, M31 Capital, Protocol Labs, Stani Kulechov, Superscrypt"
Seed Round - Treat,https://www.crunchbase.com/funding_round/treat-4ce0-seed--883a6acf,Seed,8500000,USD,8500000,2023-04-04,12,3,Treat is a customer acquisition channel that delivers leads to e-commerce brands.,"E-Commerce, Lead Generation, Marketing","New York, New York, United States, North America",,https://treat.xyz,Treat,https://www.crunchbase.com/organization/treat-4ce0,"Adam Turner, Ben Jabbawy, Brian Long, Ed Hallen, Eniac Ventures, Greylock, Homebrew, Nik Sharma, SVA, Taylor Sicard, Vinyl Capital, VMG Partners"
Seed Round - Serigen Mediproducts,https://www.crunchbase.com/funding_round/serigen-mediproducts-seed--310c2d89,Seed,58000000,INR,705119,2023-03-29,11,5,Serigen is an innovation-driven tissue regeneration products company,Health Care,"Satara, Maharashtra, India, Asia",,https://serigenmed.com/,Serigen Mediproducts,https://www.crunchbase.com/organization/serigen-mediproducts,"Aadesh Harale, Anand Deshpande, Anirudh Agarwal, Colossa Ventures, Priti Rao, Rishabh Mehta, Sanjay Dalmia, Shantanu Deshpande, Sri Prakash, Uday Chatterjee, Uma Kant Panwar"
Seed Round - Irrigreen,https://www.crunchbase.com/funding_round/irrigreen-seed--0a5ce5ef,Seed,15000000,USD,15000000,2023-03-29,9,3,Internet connected digital sprinklers that save 50% of water used in landscape irrigation.,Internet,"San Francisco, California, United States, North America",$1M to $10M,https://irrigreen.com,Irrigreen,https://www.crunchbase.com/organization/irrigreen,"Anorak Ventures, Burnt Island Ventures, Catalyst Innovation Lab, Echo River Capital, MFV Partners, Sage Hill Capital, Sum Ventures, Tamiami Angel Funds, Ulu Ventures"
Seed Round - Videowise,https://www.crunchbase.com/funding_round/videowise-seed--a6efabe1,Seed,3000000,USD,3000000,2023-03-27,10,1,Videowise is a review application platform that automates product video reviews for online stores.,"Consumer Reviews, E-Commerce, Marketing Automation","Dover, Delaware, United States, North America",,https://www.videowise.com/,Videowise,https://www.crunchbase.com/organization/videowise,"Ed Baker, Founder Collective, Gokul Rajaram, Javier Olivan, mu ventures, Ratio Ventures, Scott Belsky, Slack Fund, Stan Chudnovsky, Underline Ventures"
Seed Round - Solasta Bio,https://www.crunchbase.com/funding_round/solasta-bio-seed--94ed6e53,Seed,4000000,GBP,4918585,2023-03-27,6,4,Solasta Bio develops environment-friendly products that meet a global need for new and effective crop protection.,Biotechnology,"Glasgow, Glasgow City, United Kingdom, Europe",,https://solastabio.com/,Solasta Bio,https://www.crunchbase.com/organization/solasta-bio,"Cavallo Ventures, Oliver Sexton, Rubio Impact Ventures, Scottish Enterprise, SIS Ventures, The Yield Lab Europe"
Pre Seed Round - Sensible Biotechnologies,https://www.crunchbase.com/funding_round/sensible-biotechnologies-pre-seed--692ea3a7,Pre-Seed,4200000,USD,4200000,2023-04-06,8,3,Sensible Biotechnologies works on engineering cells to make mRNA therapeutics and vaccines.,"Biotechnology, Medical","Bratislava, Bratislava, Slovakia (Slovak Republic), Europe",,https://www.sensible.bio,Sensible Biotechnologies,https://www.crunchbase.com/organization/sensible-biotechnologies,"Amino Collective, BlueYard Capital, Civilization Ventures, Florian Schuster, Jason C. Foster, Recode Health Ventures, Y Combinator, ZAKA VC"
Seed Round - Eli,https://www.crunchbase.com/funding_round/eli-seed--8bb211ec,Seed,3600000,USD,3600000,2023-04-04,11,4,Eli is a women's health company on a mission to improve lifelong health by continuously monitoring hormones in saliva.,"Health Care, Personal Health, Women's","Montréal, Quebec, Canada, North America",,https://eli.health,Eli,https://www.crunchbase.com/organization/eli,"Cake Ventures, Garage Capital, Leva Capital, MEDTEQ+, Muse Capital, Panache Ventures, Real Ventures, Rhia Ventures, TELUS Pollinator Fund for Good, The Community Fund, Vectr"
Seed Round - Iteration X,https://www.crunchbase.com/funding_round/iteration-x-seed--8e63a21b,Seed,4700000,USD,4700000,2023-03-31,10,2,Iteration X provides solutions to build and improve the product through technology.,"Internet, Software, Web Browsers","Évry, Ile-de-France, France, Europe",,https://www.iterationx.com,Iteration X,https://www.crunchbase.com/organization/iteration-x,"Connect Ventures, David Okuniev, Diaspora Ventures, Jeremy Le Van, Jonathan Anguelov, La Famiglia, Nicolas Dessaigne, Peder Stahle, Thibaud Elziere, Tony Jamous"
Seed Round - Trustle,https://www.crunchbase.com/funding_round/trustle-security-seed--a14d94d5,Seed,6000000,USD,6000000,2023-04-04,4,1,Trustle is an enterprise security company that automates access management while ensuring users have enough access.,"Information Services, Information Technology, Security","Walnut Creek, California, United States, North America",,https://trustle.com,Trustle,https://www.crunchbase.com/organization/trustle-security,"Capital Technology Ventures, Correlation Ventures, FUSE, Glasswing Ventures"
Seed Round - EcoSapiens,https://www.crunchbase.com/funding_round/ecosapiens-seed--2eadd45f,Seed,3500000,USD,3500000,2023-04-04,9,2,Ecosapiens is a Web3/NFT project enabling consumers to make a positive impact on the climate.,,"San Francisco, California, United States, North America",,http://www.ecosapiens.xyz,EcoSapiens,https://www.crunchbase.com/organization/ecosapiens,"Alex Witt, Alumni Ventures, Boost VC, Brayton Williams, Collab+Currency, Menlo Ventures, Ryan Carson, Shan Aggrawal, Slow Ventures"
Seed Round - NuMind,https://www.crunchbase.com/funding_round/numind-seed--485aad31,Seed,3000000,USD,3000000,2023-03-30,7,3,Next-generation NLP tool. YC S22.,Artificial Intelligence,"Cambridge, Massachusetts, United States, North America",,https://www.numind.ai,NuMind,https://www.crunchbase.com/organization/numind,"big_bets, Carya Venture Partners, Flybridge, Pioneer Fund, Sharpstone Capital, Velocity Incubator, Y Combinator"
Pre Seed Round - Aviato,https://www.crunchbase.com/funding_round/aviato-cfd2-pre-seed--d8988e3f,Pre-Seed,1000000,USD,1000000,2023-04-01,11,1,The ultimate search engine for startups,"B2B, Software","San Francisco, California, United States, North America",,https://joinaviato.com/,Aviato,https://www.crunchbase.com/organization/aviato-cfd2,"8VC, BBQ Capital, Dorm Room Fund, Eric Bahn, GoAhead Ventures, House Capital, Kendrick Nguyen, Pioneer Fund, Sequoia Capital (SSF), Soma Capital, Tom Preston-Werner"
Seed Round - Pacto,https://www.crunchbase.com/funding_round/pactopos-seed--fc60cb9f,Seed,4000000,USD,4000000,2023-03-29,10,2,Pacto is a cloud-based point of sale (POS) and payments software for restaurants and bars.,"Mobile Payments, Payments, Point of Sale, Restaurants, Retail, SaaS, Small and Medium Businesses","Mexico City, Distrito Federal, Mexico, North America",,http://www.pacto.co,Pacto,https://www.crunchbase.com/organization/pactopos,"500 Global, Angel Losada, August Hill, DILA Capital, FEMSA Ventures, Francisco Medina, Georgetown Angel Investor Network, Grupo FAME, Polymath Ventures, Steven Simoni"
Seed Round - Innovare,https://www.crunchbase.com/funding_round/innovare-social-innovation-partners-seed--fe68b5c7,Seed,2000000,USD,2000000,2023-04-06,4,2,"Innovare is the edtech and data strategy app helping education leaders visualize, analyze, and use data to positively impact the community.","Analytics, EdTech, Education, Social Entrepreneurship, Social Impact, Software","Chicago, Illinois, United States, North America",Less than $1M,https://innovaresip.com,Innovare,https://www.crunchbase.com/organization/innovare-social-innovation-partners,"Cleveland Avenue, Dux Capital, Portfolia, Tawani Ventures"
Seed Round - Superfiliate,https://www.crunchbase.com/funding_round/superfiliate-seed--f64e362e,Seed,3000000,USD,3000000,2023-03-29,11,1,Superfiliate is for re-writing the story on word-of-mouth marketing.,,"Los Angeles, California, United States, North America",,https://www.superfiliate.com/,Superfiliate,https://www.crunchbase.com/organization/superfiliate,"Ben Zises, Chris Quinn, Hawke Ventures, Jesse Pujji, Nik Sharma, Pierson Krass, R2 Ventures, Revolution’s Rise of the Rest Seed Fund, Sandbox Studios, Vanterra Capital, Ventana Capital Management"
Seed Round - Fez,https://www.crunchbase.com/funding_round/fez-61b0-seed--056a85ae,Seed,1000000,USD,1000000,2023-03-28,5,3,Fez offer a full range of delivery solutions.,"Delivery, Logistics, Supply Chain Management, Transportation","Lagos, Lagos, Nigeria, Africa",,https://www.fezdelivery.co/,Fez,https://www.crunchbase.com/organization/fez-61b0,"Acasia Ventures, Cairo Angels, Techstars, Ventures Platform, Voltron Capital"
Seed Round - HouseAfrica,https://www.crunchbase.com/funding_round/houseafrica-seed--4cf39838,Seed,400000,USD,400000,2023-03-27,7,2,Digital Land Registry for Private Property and Land Owners,"Blockchain, Property Insurance, Real Estate, Real Estate Investment","Abuja, Federal Capital Territory, Nigeria, Africa",,https://houseafrica.io/,HouseAfrica,https://www.crunchbase.com/organization/houseafrica,"ARM Labs, CV VC, Future Africa, Niche Capital, Rebel Seed Capital, SSE Angel Network, Startupbootcamp AfriTech"
Seed Round - Zyod,https://www.crunchbase.com/funding_round/zyod-seed--8684246e,Seed,3500000,USD,3500000,2023-04-04,7,1,Zyod is a startup that provides apparel sourcing and manufacturing to fashion brands globally.,"B2B, Fashion, Manufacturing","Gurgaon, Haryana, India, Asia",,https://zyod.com,Zyod,https://www.crunchbase.com/organization/zyod,"Abhinav Sinha, Abhishek Goyal, FJ Labs, Gaurav Hinduja, Lightspeed India Partners, Panthera Peak Ventures, Ravi Khandelwal"
Pre Seed Round - Zealy,https://www.crunchbase.com/funding_round/zealy-pre-seed--321fce9b,Pre-Seed,3500000,USD,3500000,2023-04-04,8,1,Zealy is an operating system that helps companies to grow and engage their community.,"Blockchain, Communities, Cryptocurrency, Gaming, Internet, Marketing, Software","Paris, Ile-de-France, France, Europe",,https://www.zealy.io,Zealy,https://www.crunchbase.com/organization/zealy,"Aglaé Ventures, Connect Ventures, Founders Future, Kima Ventures, Pareto Holdings, Purple, Redalpine, STATION F"
Pre Seed Round - Fabrikatör - Virtual Head of Operations,https://www.crunchbase.com/funding_round/fabrikatör-pre-seed--152fb756,Pre-Seed,600000,EUR,657469,2023-04-04,9,2,Equipping growing DTC brands with the modern retail and supply chain technology.,"B2B, E-Commerce, Innovation Management, Manufacturing, Small and Medium Businesses, Software, Supply Chain Management","Berlin, Berlin, Germany, Europe",,https://fabrikator.io,Fabrikatör - Virtual Head of Operations,https://www.crunchbase.com/organization/fabrikatör,"Anton Grabovski, APX, BackBone Ventures, Christopher North, Jakob Fricke, Johannes Plehn, Julius Ruessmann, Mathias Bosse, Patrick Brienen-Lucius"
Seed Round - FedML,https://www.crunchbase.com/funding_round/fedml-seed--63938a91,Seed,6000000,USD,6000000,2023-03-28,5,2,"SaaS, PaaS, MLaaS (machine learning as a service)","Artificial Intelligence, Machine Learning, Software","Sunnyvale, California, United States, North America",,https://fedml.ai,FedML,https://www.crunchbase.com/organization/fedml,"Acequia Capital (AceCap), Aimtop Ventures, Camford Capital, LDV Partners, Plug N Play Ventures"
Seed Round - Connect Earth,https://www.crunchbase.com/funding_round/connect-earth-649e-seed--b868f434,Seed,4500000,GBP,5548363,2023-03-28,9,3,Connecting carbon data to drive sustainable finance,"Environmental Consulting, FinTech","London, England, United Kingdom, Europe",,http://www.connectearthltd.com,Connect Earth,https://www.crunchbase.com/organization/connect-earth-649e,"Global Brain Corporation, Gresham House Ventures, Love Ventures, Market One Capital, Mustard Seed Maze, Portfolio Ventures, Super Capital VC, The Norinchukin Bank, Venista Ventures"
Seed Round - KUmar Pradeep,https://www.crunchbase.com/funding_round/nimbbl-seed--ec776015,Seed,3500000,USD,3500000,2023-03-28,9,2,Kumar Pradeep offers to CoinCRED Trading Platform and Gyre Natwork Crypto buying the coin or grow yourself.,"Advice, Financial Services, Payments, Transaction Processing","Dubai, Dubai, United Arab Emirates, Asia",,https://coincred.org/,KUmar Pradeep,https://www.crunchbase.com/organization/nimbbl,"Amara VC, Amrish Rau, Global Founders Capital, Groww, Jitendra Gupta, Kunal Shah, Prajit Nanu, Sequoia Capital, Srinivas Rao M"
Seed Round - Rupid,https://www.crunchbase.com/funding_round/rupid-seed--7d92b07b,Seed,,,,2023-04-01,1,1,Rupid helps put financial wellness and better money management tools within reach to salaried workforce.,"Financial Services, FinTech","Hyderabad, Andhra Pradesh, India, Asia",,https://rupid.in/,Rupid,https://www.crunchbase.com/organization/rupid,EvolveX Accelerator
Seed Round - Deltafour,https://www.crunchbase.com/funding_round/deltafour-seed--e524fa5f,Seed,,,,2023-04-01,1,1,Deltafour has developed a novel patent-pending solution that eliminates inefficiencies.,"Analytics, Artificial Intelligence, Service Industry","Bangalore, Karnataka, India, Asia",,https://deltafour.co,Deltafour,https://www.crunchbase.com/organization/deltafour,EvolveX Accelerator
Seed Round - Himshakti,https://www.crunchbase.com/funding_round/himshakti-global-llp-seed--28a0b52f,Seed,,,,2023-04-01,1,2,We are the first company to launch Indian pink salt. We also cater to restaurants and supply our products pan India.,"Food and Beverage, Home Health Care","Dehra Dun, Uttarakhand, India, Asia",,https://him-shakti.com/,Himshakti,https://www.crunchbase.com/organization/himshakti-global-llp,EvolveX Accelerator
Seed Round - MyEra,https://www.crunchbase.com/funding_round/myera-327b-seed--6b7f2084,Seed,,,,2023-04-01,1,1,MyEra is an AI-powered marketing assistant that makes trend recommendations and automatically creates marketing content.,"Artificial Intelligence, Marketing Automation","Jaipur, Rajasthan, India, Asia",,https://myera.pro,MyEra,https://www.crunchbase.com/organization/myera-327b,EvolveX Accelerator
Seed Round - NIKOL EV,https://www.crunchbase.com/funding_round/nikol-ev-seed--19753d72,Seed,,,,2023-04-01,1,1,NIKOL EV is a customer-focused company that is part of the EV industry.,"Electric Vehicle, Renewable Energy","Pune, Maharashtra, India, Asia",,https://nikolev.in,NIKOL EV,https://www.crunchbase.com/organization/nikol-ev,EvolveX Accelerator
Pre Seed Round - Flyby Robotics,https://www.crunchbase.com/funding_round/flyby-robotics-pre-seed--6559ee0b,Pre-Seed,4000000,USD,4000000,2023-04-05,10,1,Flyby Robotics is a developer of American-made autonomous drones built for on-edge ML capabilities.,"Aerospace, Machinery Manufacturing","Los Angeles, California, United States, North America",,https://www.flybydev.com,Flyby Robotics,https://www.crunchbase.com/organization/flyby-robotics,"Anthemis Group, Balaji Srinivasan, Cliff Sirlin, Darkmode Ventures, Gaingels, LaunchCapital, MaC Venture Capital, Naval Ravikant, Ryan Hoover, Weekend Fund"
Seed Round - KURUKURU,https://www.crunchbase.com/funding_round/kurukuru-seed--2c3a9f59,Seed,2100000,USD,2100000,2023-04-05,11,1,KURUKURU is a webcomic platform to create comics by posing scenes and generating characters.,"3D Technology, Graphic Design","Quincy, Massachusetts, United States, North America",,https://www.kurukuru.xyz,KURUKURU,https://www.crunchbase.com/organization/kurukuru,"Amino Capital, BAT VC, gmjp, Goodwater Genesis, K20 Fund, Pioneer Fund, The E14 Fund, TSVC, UNTITLED, Village Global, Y Combinator"
Seed Round - Chroma,https://www.crunchbase.com/funding_round/chroma-4a75-seed--8f267b62,Seed,18000000,USD,18000000,2023-04-06,9,2,Chroma operates as an AI-native open-source embedding database.,"Artificial Intelligence, Database, Software","San Francisco, California, United States, North America",,https://www.trychroma.com/,Chroma,https://www.crunchbase.com/organization/chroma-4a75,"Akshay Kothari, Amjad Masad, Guillermo Rauch, Jack Altman, Jordan Tigani, Max Altman, Naval Ravikant, Quiet Capital, Spencer Kimball"
Pre Seed Round - Journify,https://www.crunchbase.com/funding_round/journifyio-pre-seed--5a8d1966,Pre-Seed,1000000,USD,1000000,2023-04-03,10,1,Journify is a Composobale Customer Data Platform,"Data Integration, Enterprise Software, Personalization, Software","San Francisco, California, United States, North America",,https://www.journify.io,Journify,https://www.crunchbase.com/organization/journifyio,"Akram Assaf, Akram Benmbarek, Bassam El-Fahmawi, Frederic Leroy, Ian Heidt, Jura Holding Company, Roland Ligtenberg, Samir Akel, Youcef Es-skouri, Youssef Arhror"
Pre Seed Round - Presta,https://www.crunchbase.com/funding_round/presta-c803-pre-seed--e5e9bd23,Pre-Seed,3300000,USD,3300000,2023-03-29,6,2,Presta provides digital lending infrastructure for the banking industry.,"Banking, FinTech, Infrastructure, Lending","Cleveland, Ohio, United States, North America",,https://www.letspresta.com,Presta,https://www.crunchbase.com/organization/presta-c803,"Distributed Ventures, Everywhere Ventures (The Fund), Jumpstart Ventures, Matchstick Ventures, Techstars, Zeal Capital Partners"
Seed Round - UnitPlus,https://www.crunchbase.com/funding_round/unitplus-seed--72625483,Seed,,,,2023-04-05,8,2,Short- and long-term liquidity management solution powered by capital market yield.,"Asset Management, Financial Services, FinTech, Payments","Berlin, Berlin, Germany, Europe",,https://www.unitplus.eu,UnitPlus,https://www.crunchbase.com/organization/unitplus,"Benedikt Franke, Brigitte Zypries, Exxeta Ventures, Katrin Stark, Martin Zielke, Material Ventures, Patrick Hennig, Philipp Berger"
Seed Round - Trio Pharmaceuticals,https://www.crunchbase.com/funding_round/trio-pharmaceuticals-inc-seed--6ad106d7,Seed,2200000,USD,2200000,2023-03-28,5,2,Trio Pharmaceuticals is a cancer therapeutics company that develops dual-action drugs for immunogenic tumors.,"Biotechnology, Health Care, Medical, Therapeutics","San Diego, California, United States, North America",,https://www.triopharmaceuticals.com/,Trio Pharmaceuticals,https://www.crunchbase.com/organization/trio-pharmaceuticals-inc,"Friedman BioVentures, Newsight Tech Angels, Purdue Ventures, SeedFolio, Tech Coast Angels"
Seed Round - Engin Sciences,https://www.crunchbase.com/funding_round/engin-sciences-inc-seed--19fead9f,Seed,2500000,USD,2500000,2023-04-06,5,3,Engin Sciences develops AI-Driven HR software that gives companies access to a virtual talent management system.,"Artificial Intelligence, Human Resources, Recruiting, SaaS, Software","New York, New York, United States, North America",,https://engin.co,Engin Sciences,https://www.crunchbase.com/organization/engin-sciences-inc,"David Belsky, Gotham Green Partners, JourneyOne Ventures, Peter Flint, The London Fund"
Seed Round - Agnostiq,https://www.crunchbase.com/funding_round/agnostiq-seed--cd012aef,Seed,6100000,USD,6100000,2023-04-05,5,4,"Agnostiq is developing Covalent, a distributed computing platform for AI, HPC & quantum computing (www.covalent.xyz)","Artificial Intelligence, Cloud Computing, Machine Learning, Quantum Computing, Software","Toronto, Ontario, Canada, North America",,https://agnostiq.ai,Agnostiq,https://www.crunchbase.com/organization/agnostiq,"Differential Ventures, Green Egg Ventures, Rob Granieri, Scout Ventures, Tensility Venture Partners"
