Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL,Investor Names
Seed Round - Deciml,https://www.crunchbase.com/funding_round/deciml-seed--deb872d8,Seed,,,,2023-04-24,11,2,Deciml is an app that automatically rounds up online transactions and instantly invests the spare change.,"Apps, Financial Services, Personal Finance","Pune, Maharashtra, India, Asia",,https://deciml.in/,Deciml,https://www.crunchbase.com/organization/deciml,"Abhishek Oswal, Blaze Management Labs, Chirag Gandhi, Hemant Ruprell, Rasiklal R. Thakker, Sandeep Kumar Chawda, Saurabh Abbi, Shashank Deshpande, Vinit Pardeshi, Viraj Savant, Zakir Khan"
Seed Round - Cerbos,https://www.crunchbase.com/funding_round/cerbos-seed--83198fc3,Seed,6000000,GBP,7495193,2023-04-12,6,2,Cerbos offers an open-source authorization layer for products making user permissions and authorization simple to implement and manage.,"Developer Tools, Open Source, Productivity Tools, Software","London, England, United Kingdom, Europe",,https://cerbos.dev,Cerbos,https://www.crunchbase.com/organization/cerbos,"Lewis Tuff, OMERS Ventures, Ryan King, Zach Holman, Zach Lloyd, Zeynep Inanoglu Ozdemir"
Pre Seed Round - Dew Drops,https://www.crunchbase.com/funding_round/dew-drops-pre-seed--35227582,Pre-Seed,1500000,USD,1500000,2023-04-06,3,1,Dew Drops is a platform for artists and creators to sell their animated artworks to collectors via text messages.,,,,https://www.dewdrops.co/,Dew Drops,https://www.crunchbase.com/organization/dew-drops,"Dream Ventures, Ruttenberg Gordon Investments, Slow Ventures"
Seed Round - Beereaders,https://www.crunchbase.com/funding_round/beereaders-seed--edecff9d,Seed,3500000,USD,3500000,2023-04-18,5,6,Beereaders provides a digital reading experience that motivates and supports Spanish-speaking students.,"EdTech, Education, Language Learning","Austin, Texas, United States, North America",Less than $1M,https://www.beereaders.com,Beereaders,https://www.crunchbase.com/organization/beereaders,"Acumen LatAm Impact Ventures, EWA Capital, Reinventure Capital, University Growth Fund, Wisconsin Investment Partners"
Seed Round - Betterdata,https://www.crunchbase.com/funding_round/betterdata-seed--a1f8f175,Seed,1650000,USD,1650000,2023-04-21,8,3,Betterdata is a data platform that employs programmable synthetic data to safeguard actual data.,"Analytics, Big Data, Data Integration, Product Design, Software","Singapore, Central Region, Singapore, Asia",,https://www.betterdata.ai,Betterdata,https://www.crunchbase.com/organization/betterdata,"Bon Auxilium, Entrepreneur First, Franklin Templeton Investments, Investible, Plug and Play, Singapore University of Technology & Design, Tenity, Xcel Next Ventures"
Seed Round - Two Brothers Organic Farms,https://www.crunchbase.com/funding_round/two-brothers-organic-farms-seed--42a36387,Seed,145000000,INR,1767412,2023-04-21,2,1,"The Two Brothers Organic Farms is a self-sufficient, biodiverse food system.","Agriculture, Farming, Organic","Pune, Maharashtra, India, Asia",,https://twobrothersindiashop.com,Two Brothers Organic Farms,https://www.crunchbase.com/organization/two-brothers-organic-farms,"Akshay Kumar, Virender Sehwag"
Seed Round - Nosh Biofoods,https://www.crunchbase.com/funding_round/nosh-biofoods-seed--bbc2dec3,Seed,3200000,EUR,3550880,2023-04-21,4,1,Nosh Biofoods is a manufacturer of traditional meat.,"Food and Beverage, Food Processing","Berlin, Berlin, Germany, Europe",,https://www.nosh.bio,Nosh Biofoods,https://www.crunchbase.com/organization/nosh-biofoods,"Clear Current Capital, Earlybird Venture Capital, Good Seed Ventures, Grey Silo Ventures"
Seed Round - Fractal,https://www.crunchbase.com/funding_round/fractal-67bb-seed--d4927742,Seed,6000000,USD,6000000,2023-04-17,15,1,"Fractal expands the digital economy by providing institutional grade, capital efficient technology for assets on-chain.","Blockchain, Finance","New York, New York, United States, North America",,https://www.fractalprotocol.org/,Fractal,https://www.crunchbase.com/organization/fractal-67bb,"6th Man Ventures, Akshai Rajendran, Anand Gomes, Archetype, Blizzard Fund, Circle Ventures, CMT Digital Ventures, CoinShares, GoldenTree Asset Management, Hack VC, Josh Frank, QCP Capital, Shiliang Tang, Sid Powell, The Spartan Group"
Seed Round - Descycle,https://www.crunchbase.com/funding_round/descycle-seed--28cca886,Seed,4850000,GBP,6026611,2023-04-18,7,2,British e-waste recycling startup,,"London, England, United Kingdom, Europe",,https://www.descycle.com/about,Descycle,https://www.crunchbase.com/organization/descycle,"Centre for Process Innovation, Deep Future, Green Angel Syndicate, Kero Development Partners, Mark Cutifani, Stephen McIntosh, TSP Ventures"
Seed Round - Heero Technologies,https://www.crunchbase.com/funding_round/heero-technologies-seed--18344962,Seed,,,,2023-04-19,3,1,Heero Technologies is a self-sustaining energy platform that strives to make net zero homes a possibility.,"Renewable Energy, Semiconductor, Service Industry","Dundee, Dundee City, United Kingdom, Europe",,https://www.heerotechnologies.com,Heero Technologies,https://www.crunchbase.com/organization/heero-technologies,"Mint Ventures, Scottish Enterprise, TRICAPITAL"
Seed Round - Swaap,https://www.crunchbase.com/funding_round/swaap-seed--07f78b61,Seed,4200000,EUR,4599755,2023-04-19,16,2,The market neutral AMM.,"Blockchain, Cryptocurrency, Finance, FinTech","Paris, Ile-de-France, France, Europe",,https://www.swaap.finance/,Swaap,https://www.crunchbase.com/organization/swaap,"Buy Verified PayPal Accounts, C² Ventures, Edward Lando, Entrepreneur First, Frederic Montagnon, Julien Bouteloup, Kima Ventures, Meltem Demirors, New Form Capital, Pareto Holdings, Pascal Gauthier, Richard Ma, Signature Ventures, Stake Capital Group, Tegan Kline, Thibaud Elziere"
Seed Round - DeepLang AI,https://www.crunchbase.com/funding_round/deeplang-ai-seed--99e622fe,Seed,,,,2023-04-10,3,3,DeepLang AI aims to build an industrial-level Chinese information processing engine using a self-developed large-scale model.,"Artificial Intelligence, Machine Learning, Natural Language Processing","Beijing, Beijing, China, Asia",,https://deeplang.ai/,DeepLang AI,https://www.crunchbase.com/organization/deeplang-ai,"Innoangel Fund, MiraclePlus, Sequoia Capital China"
Seed Round - Luca,https://www.crunchbase.com/funding_round/luca-d9f8-seed--77121877,Seed,2500000,USD,2500000,2023-04-06,4,1,The pricing co-pilot for your retail business.,"Artificial Intelligence, Retail Technology","San Francisco, California, United States, North America",,https://www.askluca.com/,Luca,https://www.crunchbase.com/organization/luca-d9f8,"Menlo Ventures, Moving Capital, Soma Capital, Y Combinator"
Pre Seed Round - Trustible,https://www.crunchbase.com/funding_round/trustible-pre-seed--85955aed,Pre-Seed,1600000,USD,1600000,2023-04-19,8,1,Trustible is an AI Governance management platform.,"Artificial Intelligence, Information Technology, Software","Arlington, Virginia, United States, North America",,https://www.trustible.ai,Trustible,https://www.crunchbase.com/organization/trustible,"Gerald Yao, Harlem Capital Partners, Jim Hunt, Joe Zhao, Julius Genachowski, Neal Parikh, Tim Hwang, VamosVentures"
Seed Round - Maholla,https://www.crunchbase.com/funding_round/maholla-seed--689953a7,Seed,1500000,USD,1500000,2023-04-24,5,2,Empowering and rewarding shoppers in Africa’s emerging markets.,,"Amsterdam, Noord-Holland, The Netherlands, Europe",,https://maholla.com/,Maholla,https://www.crunchbase.com/organization/maholla,"Buffet Investments, Castleton Capital, GalloProvincialis, Mark Bowman, Praesidium Capital Management"
Seed Round - FiVerity,https://www.crunchbase.com/funding_round/FiVerity-seed--6d33fe4d,Seed,4000000,USD,4000000,2023-04-20,5,5,Intelligent Solutions for Cyber Fraud Detection in Financial Institutions,"Artificial Intelligence, Computer, Cyber Security, Financial Services, FinTech, Fraud Detection, Information Technology, Machine Learning, Software","Boston, Massachusetts, United States, North America",,https://fiverity.com/,FiVerity,https://www.crunchbase.com/organization/FiVerity,"Fin Capital, Grasshopper Bank, Mendon Venture Partners, Mendoza Ventures, Service Provider Capital"
Seed Round - Kala,https://www.crunchbase.com/funding_round/kala-ff63-seed--c34fa2a2,Seed,4000000,USD,4000000,2023-04-12,5,2,Kala is building the fintech infrastructure for lending in LatAm,"Financial Services, FinTech","Bogotá, Distrito Especial, Colombia, South America",,http://www.kala.tech,Kala,https://www.crunchbase.com/organization/kala-ff63,"99 Startups, Acrew, Canary, Clocktower Technology Ventures, Cometa"
Seed Round - Shuttlers,https://www.crunchbase.com/funding_round/shuttlers-seed--9d23f85b,Seed,4000000,USD,4000000,2023-04-04,5,3,Shuttlers is a platform that offers mobility solutions by providing scheduled bus-sharing services for the professionals within the region.,"Information Technology, Ride Sharing, Transportation","Lagos, Lagos, Nigeria, Africa",$1M to $10M,https://shuttlers.ng,Shuttlers,https://www.crunchbase.com/organization/shuttlers,"CMC 21 & Alsa, EchoVC Partners, ShEquity, Verod-Kepple Africa Ventures, VestedWorld"
Seed Round - Ampersand,https://www.crunchbase.com/funding_round/ampersand-eeeb-seed--06d57262,Seed,4700000,USD,4700000,2023-04-13,15,1,Ampersand is a development platform for user-facing SaaS integrations.,"Information Technology, Internet, Software","San Francisco, California, United States, North America",,https://www.withampersand.com,Ampersand,https://www.crunchbase.com/organization/ampersand-eeeb,"2.12 Angels, Allison Pickens, Andrew Lee, Arash Ferdowsi, base case capital, Daniel Lopez, David Politis, Flex Capital, Godard Abel, Howie Liu, James Donelan, Matrix Partners, Merci Grace, Nafis Jamal, Umair Akeel"
Pre Seed Round - Relaxy,https://www.crunchbase.com/funding_round/relaxy-pre-seed--2e01d9bf,Pre-Seed,60000,USD,60000,2023-04-15,1,2,A Gen-Z friendly mental healthcare,"Health Care, Lifestyle, Mobile Apps, Personal Health, Social Network, Wellness","Dhaka, Dhaka, Bangladesh, Asia",,https://relaxy.com.bd/,Relaxy,https://www.crunchbase.com/organization/relaxy,SAJIDA Foundation
Seed Round - Rise,https://www.crunchbase.com/funding_round/rise-e41d-seed--76c8f67b,Seed,3800000,USD,3800000,2023-04-24,15,1,"We make it easy for businesses to onboard, pay and manage independent contractors globally & compliantly.","Cryptocurrency, Freelance, Human Resources, Infrastructure, Payments","Pike Road, Alabama, United States, North America",,https://www.riseworks.io,Rise,https://www.crunchbase.com/organization/rise-e41d,"Aytan Benaderet, Draper Associates, HashKey Capital, Justin Mateen, Lex Sokolin, Maxime Bucaille, Nik Milanović, P2P Validator, Paradigm Shift Capital, Polymorphic Capital, Russell Smith, Simon Taylor, Sino Global Capital, Talent Resources Ventures, WWVentures"
Pre Seed Round - Mito Health,https://www.crunchbase.com/funding_round/mito-health-pre-seed--ea712713,Pre-Seed,1700000,SGD,1276084,2023-04-18,10,1,Mito Health is an AI-powered medical healthtech that provides advances to revolutionize the future of personalized preventative care.,"Artificial Intelligence, Health Care, Medical, Personal Health","Singapore, Central Region, Singapore, Asia",,https://mitohealth.com,Mito Health,https://www.crunchbase.com/organization/mito-health,"Forge Ventures, Henry Chan, Jeffrey Tiong, JJ Chai, Joel Leong, Oswald Yeo Hexiang, Quek Siu Rui, Race Wong, Varun Mittal, Yi Hao Lye"
Seed Round - Imagia,https://www.crunchbase.com/funding_round/imagia-187a-seed--7e5c08f3,Seed,4500000,USD,4500000,2023-04-07,2,1,Imagia designs and manufactures optical lenses based on metamaterial principles.,Manufacturing,"San Francisco, California, United States, North America",,https://www.imagia.io/,Imagia,https://www.crunchbase.com/organization/imagia-187a,"Gates Frontier fund, MetaVC Partners"
Seed Round - Tally Health,https://www.crunchbase.com/funding_round/tally-health-seed--964fd2f2,Seed,10000000,USD,10000000,2023-04-06,12,1,Tally Health™ is a biotechnology company founded to change the way we age. Co-founded by longevity expert Dr. David Sinclair.,Biotechnology,"New York, New York, United States, North America",,https://www.tallyhealth.com,Tally Health,https://www.crunchbase.com/organization/tally-health,"Chrissy Teigen, Forerunner Ventures, G9 Ventures, John Legend, Kevin Hart, L Catterton, Pedro Pascal, Rich Roll, Second Sight Ventures, Shonda Rhimes, Whitney Cummings, Zac Efron"
Seed Round - Galactic Holdings,https://www.crunchbase.com/funding_round/galactic-holdings-seed--adaf3d9d,Seed,10000000,USD,10000000,2023-04-17,8,1,Galactic Holdings offers a series of digital finance products.,"Blockchain, Cryptocurrency, Financial Services","Mexico City, Distrito Federal, Mexico, North America",,https://galacticblock.com,Galactic Holdings,https://www.crunchbase.com/organization/galactic-holdings,"Animoca Brands, BAI capital, Head & Shoulders Financial Group, LongLing Capital, Palm Drive Capital, Perseverance Capital Management, TKX Capital, Y2Z Ventures"
Seed Round - Blacktop Hoops,https://www.crunchbase.com/funding_round/blacktop-hoops-seed--ab3c304d,Seed,5100000,USD,5100000,2023-04-18,7,2,Blacktop Hoops is a multiplayer virtual reality sports game inspired by the society of streetball.,"Computer, Online Games, PC Games, Virtual Reality","Berkeley, California, United States, North America",,https://www.blacktophoopsvr.com,Blacktop Hoops,https://www.crunchbase.com/organization/blacktop-hoops,"Anorak Ventures, BonAngels Venture Partners, Kevin Lin, Makers Fund, Pioneer Fund, Soma Capital, Y Combinator"
Seed Round - MetaGravity,https://www.crunchbase.com/funding_round/metagravity-seed--496c3096,Seed,9500000,USD,9500000,2023-04-20,11,2,MetaGravity offers distributed computing infrastructure for metaverse gaming and virtual simulations.,"3D Technology, Media and Entertainment, Virtual Reality","London, England, United Kingdom, Europe",$1M to $10M,https://www.metagravity.com,MetaGravity,https://www.crunchbase.com/organization/metagravity,"Cogitent Ventures, EX Capital, Gravity Fund, K5 Ventures, Market One Capital, MoonPay, Mulana Capital, Perridon Holdings, PG, Sino Global Capital, The Spartan Group"
Seed Round - Sonet.io,https://www.crunchbase.com/funding_round/sonet-io-seed--b70bb7dd,Seed,6000000,USD,6000000,2023-04-24,2,1,"Sonet.io is a software that provides control access to SaaS, web applications, and servers to monitor user activity and prevent data theft.","Cloud Security, Cyber Security, Network Security, Software","San Jose, California, United States, North America",$1M to $10M,https://www.sonet.io/,Sonet.io,https://www.crunchbase.com/organization/sonet-io,"The Hive, WestWave Capital"
Pre Seed Round - BeeBag,https://www.crunchbase.com/funding_round/beebag-pre-seed--e00452a2,Pre-Seed,453000,MYR,102257,2023-04-19,1,1,Beebag employs gamification and cutting-edge technology to assist customers in developing long-term purchasing habits.,"Consumer, Gamification, Sustainability","Shah Alam, Selangor, Malaysia, Asia",,https://www.beebag.co/,BeeBag,https://www.crunchbase.com/organization/beebag,ScaleUp Malaysia
Seed Round - Aqua Cultured Foods,https://www.crunchbase.com/funding_round/aquacultured-foods-seed--2abebbd6,Seed,5500000,USD,5500000,2023-04-06,11,3,AquaCultured Foods develops a novel new tech that creates an alternative seafood option through the use of microbial fermentation.,"AgTech, Biotechnology, Food Processing, Seafood, Sustainability","Chicago, Illinois, United States, North America",,https://www.aquaculturedfoods.com,Aqua Cultured Foods,https://www.crunchbase.com/organization/aquacultured-foods,"Aera VC, Amplifica Capital, Aztec Capital, Big Idea Ventures, CJ CheilJedang Corp., H Venture Partners, Hyde Park Angels, Kingfisher Capital LLC, Stray Dog Capital, Supply Change Capital, Swiss Pampa"
Seed Round - Dispersa,https://www.crunchbase.com/funding_round/dispersa-seed--e90b8480,Seed,1500000,USD,1500000,2023-04-20,12,5,Harnessing the power of microbe-derived natural solutions to decarbonize the chemicals industry.,"Biotechnology, Chemical, CleanTech","Laval, Quebec, Canada, North America",,https://www.dispersa.ca,Dispersa,https://www.crunchbase.com/organization/dispersa,"Atlantic Canada Opportunities Agency, BoxOne Ventures, Coralus, Dragonfly Ventures, Fondaction, Good & Well, Government Of Quebec, GreenShoots, Invest Nova Scotia, National Research Council of Canada Industrial Research Assistance Program, Natural Products Canada, Next Generation Manufacturing Canada"
Pre Seed Round - Mykor,https://www.crunchbase.com/funding_round/mykor-pre-seed--e1425e72,Pre-Seed,825000,GBP,1026369,2023-04-20,2,2,Mykor is a climate tech start-up.,Biotechnology,"Bristol, Bristol, City of, United Kingdom, Europe",,https://www.mykor.co.uk/,Mykor,https://www.crunchbase.com/organization/mykor,"Green Angel Syndicate, Sustainable Ventures"
Pre Seed Round - SuperDuperSecret,https://www.crunchbase.com/funding_round/superdupersecret-pre-seed--4d9de25b,Pre-Seed,1000000,USD,1000000,2023-04-21,10,1,SuperDuperSecret is a multiplayer game that focuses on the sweet spot.,"Gaming, Media and Entertainment, PC Games","San Francisco, California, United States, North America",,https://www.superdupersecret.co,SuperDuperSecret,https://www.crunchbase.com/organization/superdupersecret,"Big Brain Holdings, Cristian Manea, Gabby Dizon, LD Capital, Merit Circle, Overwolf, Polygon, Round13 Capital, Sebastien Borget, Solana Ventures"
Seed Round - Kate,https://www.crunchbase.com/funding_round/kate-f7b1-seed--325316b9,Seed,7000000,EUR,7677416,2023-04-20,6,1,Kate is electric car manufacturing company.,"Electric Vehicle, Manufacturing","Cerizay, Poitou-Charentes, France, Europe",,https://www.kate.tech,Kate,https://www.crunchbase.com/organization/kate-f7b1,"Antoine Leconte, Benoit Charles-Lavauzelle, Christophe Maurissen, Emmanuelle Brizay, Julien Lemoine, Romain Afflelou"
Seed Round - Vivid Machines,https://www.crunchbase.com/funding_round/vivid-machines-seed--494acce2,Seed,4300000,CAD,3189579,2023-04-20,12,4,Vivid Machines is a startup company that revolutionizes agricultural production to help fruit and vegetable farmers produce more food.,"AgTech, Artificial Intelligence, Machine Learning, Software","Toronto, Ontario, Canada, North America",,https://www.vivid-machines.com/,Vivid Machines,https://www.crunchbase.com/organization/vivid-machines,"Algoma Orchards, BDC Venture Capital, BoxOne Ventures, Conexus Venture Capital, Cornell Capital, Entrepreneur First, Freycinet Ventures, MaRS Investment Accelerator Fund, N49P, StandUp Ventures, Tall Grass Ventures, The W Fund"
Seed Round - Sniffer Robotics,https://www.crunchbase.com/funding_round/sniffer-robotics-llc-seed--c217f61c,Seed,2000000,USD,2000000,2023-04-18,4,4,A New Performance Standard for Managing Methane Emissions,"Drones, Environmental Consulting, Environmental Engineering, Information Services, Oil and Gas, Robotics, Sensor, Waste Management","Ann Arbor, Michigan, United States, North America",$1M to $10M,https://www.snifferrobotics.com/,Sniffer Robotics,https://www.crunchbase.com/organization/sniffer-robotics-llc,"Abhi Desai, Michigan Angel Fund, Michigan Rise, Naruhisa Nakagawa"
Seed Round - Oblivious,https://www.crunchbase.com/funding_round/oblivious-seed--b65aec51,Seed,5350000,EUR,5844663,2023-04-17,6,2,Oblivious builds tools to allow you to use your sensitive data with internal and external partners while keeping it private and secure.,"Privacy, Security, Software","Dublin, Dublin, Ireland, Europe",,https://www.oblivious.ai,Oblivious,https://www.crunchbase.com/organization/oblivious,"Act Venture Capital, Atlantic Bridge, Cavalry Ventures, Expeditions Fund, Firestreak Ventures, Hustle Fund"
Seed Round - UXUY,https://www.crunchbase.com/funding_round/uxuy-seed--665d1374,Seed,3200000,USD,3200000,2023-04-11,8,1,UXUY is the newly developed decentralised trading platform powered by the MPC.,"Financial Services, Trading Platform","Singapore, Central Region, Singapore, Asia",,https://uxuy.com/,UXUY,https://www.crunchbase.com/organization/uxuy,"Arcane Group, Bixin Ventures, Daoverse Capital, KuCoin Ventures, Lapin Digital, LK Venture, Pionex, Waterdrip Capital"
