Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Seed Round - Mistral AI,https://www.crunchbase.com/funding_round/mistral-ai-seed--904ada2b,Seed,105000000,EUR,113388724,2023-06-13,14,1,Mistral AI is a platform that assembles team to develop the generative AI models.,"Artificial Intelligence, Software","Paris, Ile-de-France, France, Europe",,https://mistral.ai/,Mistral AI,https://www.crunchbase.com/organization/mistral-ai
Seed Round - Meanwhile,https://www.crunchbase.com/funding_round/meanwhile-3fc0-seed--35b6a809,Seed,19000000,USD,19000000,2023-06-06,32,1,Meanwhile is a licensed and regulated life insurance business.,"Financial Services, Insurance","Hamilton, Ontario, Canada, North America",,https://meanwhile.bm/,Meanwhile,https://www.crunchbase.com/organization/meanwhile-3fc0
Seed Round - Payrails,https://www.crunchbase.com/funding_round/payrails-seed--0b3b90f1,Seed,14400000,USD,14400000,2023-06-07,4,2,Payrails enables high-growth companies to craft their payment experiences and financial services globally.,"Developer APIs, Enterprise Software, Financial Services, FinTech, Mobile Payments, Payments","Berlin, Berlin, Germany, Europe",Less than $1M,https://www.payrails.com,Payrails,https://www.crunchbase.com/organization/payrails
Seed Round - PYOR,https://www.crunchbase.com/funding_round/pyor-seed--7c8cd58d,Seed,330000000,INR,3989104,2023-05-18,8,1,PYOR has extensive expertise building in crypto and has played major roles in the creation of several large Indian unicorns.,"Blockchain, Cryptocurrency","Bangalore, Karnataka, India, Asia",,https://www.pyor.xyz,PYOR,https://www.crunchbase.com/organization/pyor
Pre Seed Round - Proxima Fusion,https://www.crunchbase.com/funding_round/proxima-fusion-pre-seed--10c072b7,Pre-Seed,7000000,EUR,7506227,2023-05-30,4,1,Proxima Fusion creates new types of power plants using stellarators that optimised to create magnetic cages for high-energy particles.,"Energy, Power Grid","Munich, Bayern, Germany, Europe",,https://www.proximafusion.com/,Proxima Fusion,https://www.crunchbase.com/organization/proxima-fusion
Seed Round - XFlow,https://www.crunchbase.com/funding_round/xflow-4961-seed--ffe15efd,Seed,10200000,USD,10200000,2023-05-25,4,2,XFlow is a fintech company that provides cross-border payments infrastructure.,"Finance, FinTech, Payments, Software","Bangalore, Karnataka, India, Asia",,https://www.xflowpay.com,XFlow,https://www.crunchbase.com/organization/xflow-4961
Seed Round - elba,https://www.crunchbase.com/funding_round/elba-fc93-seed--0dd4f54e,Seed,2500000,EUR,2671725,2023-06-06,8,1,Elba is the ultimate experience for securing your team's day-to-day operations.,"Cyber Security, SaaS","Paris, Ile-de-France, France, Europe",,https://www.elba.security/,elba,https://www.crunchbase.com/organization/elba-fc93
Seed Round - Contextual AI,https://www.crunchbase.com/funding_round/contextual-ai-seed--ae910292,Seed,20000000,USD,20000000,2023-06-07,12,1,Contextual AI offers a pioneering approach to generative AI for the workplace.,"Artificial Intelligence, Software",,,https://contextual.ai/,Contextual AI,https://www.crunchbase.com/organization/contextual-ai
Seed Round - Escape,https://www.crunchbase.com/funding_round/escape-b74e-seed--d9bb0644,Seed,3600000,EUR,3847284,2023-06-06,8,3,Escape provides dynamic application security testing for GraphQL APIs.,"Cyber Security, Developer Tools, SaaS, Software","Paris, Ile-de-France, France, Europe",,https://escape.tech,Escape,https://www.crunchbase.com/organization/escape-b74e
Seed Round - Newtrace,https://www.crunchbase.com/funding_round/newtrace-seed--18a33dda,Seed,467000000,INR,5647087,2023-05-31,6,2,Newtrace develops novel electrolyzers for affordable green hydrogen production at scale.,"CleanTech, Energy","Bengaluru, Karnataka, India, Asia",$1M to $10M,https://www.newtrace.io/,Newtrace,https://www.crunchbase.com/organization/newtrace
Seed Round - Termii,https://www.crunchbase.com/funding_round/termii-networks-seed--59de671b,Seed,3650000,USD,3650000,2023-06-09,17,6,"Termii helps African businesses communicate with customers across SMS, email, voice, and instant messaging channels.","Digital Marketing, Digital Media, Email Marketing, Marketing Automation, Messaging, SMS","New Lagos, Lagos, Nigeria, Africa",,https://termii.com,Termii,https://www.crunchbase.com/organization/termii-networks
Seed Round - Azteco,https://www.crunchbase.com/funding_round/azteco-seed--e06e25e4,Seed,6000000,USD,6000000,2023-05-18,9,3,Azteco is a consumer Bitcoin platform that provides Bitcoin vouchers for global financial transactions.,"Bitcoin, Consumer Software, E-Commerce, FinTech, Retail","Santa Monica, California, United States, North America",,https://azte.co,Azteco,https://www.crunchbase.com/organization/azteco
Seed Round - PharmEnable,https://www.crunchbase.com/funding_round/pharmenable-seed--25e4575f,Seed,6000000,GBP,7460366,2023-05-22,9,4,PharmEnable has developed a rapid and cost effective way to identify better chemical starting points to drive the discovery.,"Biotechnology, Life Science, Medical, Pharmaceutical","Cambridge, Cambridgeshire, United Kingdom, Europe",,http://www.pharmenable.com,PharmEnable,https://www.crunchbase.com/organization/pharmenable
Seed Round - Argus Labs,https://www.crunchbase.com/funding_round/argus-labs-f4d7-seed--c340e567,Seed,10000000,USD,10000000,2023-06-06,12,1,Argus Labs works from first principles to synthesize bleeding-edge applied research with thoughtful game design.,"Blockchain, Gaming, Information Technology, Video Games","San Francisco, California, United States, North America",,https://argus.gg/,Argus Labs,https://www.crunchbase.com/organization/argus-labs-f4d7
Pre Seed Round - Klearly,https://www.crunchbase.com/funding_round/klearly-8e67-pre-seed--ef99b973,Pre-Seed,2100000,EUR,2242415,2023-05-31,2,1,Klearly simplifies payment acceptance for small and medium-sized businesses by transforming smartphones and tablets into secure payment.,"Credit Cards, Financial Services","Amsterdam, Noord-Holland, The Netherlands, Europe",,https://klearly.nl,Klearly,https://www.crunchbase.com/organization/klearly-8e67
Seed Round - Realta Fusion,https://www.crunchbase.com/funding_round/realta-fusion-seed--3d23d5b5,Seed,9000000,USD,9000000,2023-05-31,2,2,Realta Fusion develops fusion energy technology for the production of industrial heat and power.,"Energy, Energy Efficiency, Industrial","Madison, Wisconsin, United States, North America",,https://realtafusion.com/,Realta Fusion,https://www.crunchbase.com/organization/realta-fusion
Seed Round - Spektra Games,https://www.crunchbase.com/funding_round/spektra-games-seed--feda5e81,Seed,1250000,USD,1250000,2023-06-05,3,1,We create the most realistic simulation/racing games for mobile!,"Casual Games, Gaming","Istanbul, Istanbul, Turkey, Europe",,https://spektra.games/,Spektra Games,https://www.crunchbase.com/organization/spektra-games
Pre Seed Round - CUR8,https://www.crunchbase.com/funding_round/cur8-b259-pre-seed--886839b5,Pre-Seed,5300000,GBP,6544825,2023-05-30,6,1,CUR8 is committed to establishing a global market for carbon reductions.,"Biomass Energy, Environmental Consulting, Natural Resources","London, England, United Kingdom, Europe",,http://cur8.earth,CUR8,https://www.crunchbase.com/organization/cur8-b259
Seed Round - Thena,https://www.crunchbase.com/funding_round/thena-c57f-seed--c0ea57ae,Seed,5000000,USD,5000000,2023-05-24,3,2,Thena is a customer communication platform built for the modern teams and businesses.,Software,"Palo Alto, California, United States, North America",,http://www.thena.ai,Thena,https://www.crunchbase.com/organization/thena-c57f
Seed Round - Nory AI,https://www.crunchbase.com/funding_round/skueeze-seed--0a9422cf,Seed,7000000,EUR,7586595,2023-05-17,5,6,Meet the future of restaurant management.,"Hospitality, Information Technology, Restaurants","Dublin, Dublin, Ireland, Europe",$1M to $10M,https://nory.ai,Nory AI,https://www.crunchbase.com/organization/skueeze
Seed Round - Lens Protocol,https://www.crunchbase.com/funding_round/lens-protocol-seed--ff0cc0a4,Seed,15000000,USD,15000000,2023-06-08,22,1,Lens Protocol is a composable and decentralized social network serving the Web3 community.,"Apps, Data Integration, Social Network","George Town, Midland, Cayman Islands, North America",,https://www.lens.xyz,Lens Protocol,https://www.crunchbase.com/organization/lens-protocol
Seed Round - Tan90,https://www.crunchbase.com/funding_round/tan90-seed--d72c55fc,Seed,113200000,INR,1368844,2023-05-31,3,2,Tan90 is to democratize cold storage logistics and make the service penetrate the lower echelon of the supply chain.,"Energy Efficiency, Energy Management","Chennai, Tamil Nadu, India, Asia",,http://www.tan90thermal.com,Tan90,https://www.crunchbase.com/organization/tan90
Seed Round - Vectara,https://www.crunchbase.com/funding_round/vectara-seed--0b3b83d0,Seed,28500000,USD,28500000,2023-05-30,7,2,Vectara is a GenAI Conversational Search Platform,,"Palo Alto, California, United States, North America",,https://vectara.com,Vectara,https://www.crunchbase.com/organization/vectara
Pre Seed Round - Minoa,https://www.crunchbase.com/funding_round/minoa-pre-seed--a153b829,Pre-Seed,2500000,EUR,2692369,2023-05-23,8,1,Minoa is a collaborative value management tool that assists SaaS companies in selling value over the whole client lifecycle.,"B2B, Information Technology, SaaS, Software","San Francisco, California, United States, North America",,https://www.minoa.io,Minoa,https://www.crunchbase.com/organization/minoa
Seed Round - Haul247,https://www.crunchbase.com/funding_round/haul247-seed--06490d29,Seed,3000000,USD,3000000,2023-06-08,1,3,Haul247 is an API platform that connects businesses to logistics assets.,"Information Technology, Logistics, Mobile Apps, Software, Warehousing","Lagos, Lagos, Nigeria, Africa",,https://www.haul247.co,Haul247,https://www.crunchbase.com/organization/haul247
Seed Round - Riverse,https://www.crunchbase.com/funding_round/riverse-seed--7b92ac93,Seed,1500000,EUR,1605517,2023-06-01,7,2,Riverse enables efficient and transparent carboncredit markets in Europe.,"Environmental Engineering, GreenTech, Manufacturing","Lyon, Rhone-Alpes, France, Europe",,https://www.riverse.io,Riverse,https://www.crunchbase.com/organization/riverse
Seed Round - Hypervision Surgical,https://www.crunchbase.com/funding_round/hypervision-surgical-seed--a8cfded8,Seed,6500000,GBP,8105243,2023-06-01,4,2,"Making surgeries more precise, safer and faster. Guiding the future of surgery using AI-powered hyperspectral imaging.","Artificial Intelligence, Health Care, Machine Learning, Medical Device","London, England, United Kingdom, Europe",,https://hypervisionsurgical.com/,Hypervision Surgical,https://www.crunchbase.com/organization/hypervision-surgical
Seed Round - BBy,https://www.crunchbase.com/funding_round/bby-seed--cc71a7b8,Seed,3000000,USD,3000000,2023-05-25,4,4,BBy is a medical device company that condenses breast milk and turns it into powder.,"Baby, E-Commerce, Marketplace","New York, New York, United States, North America",Less than $1M,http://www.bbyworld.com,BBy,https://www.crunchbase.com/organization/bby
Seed Round - Koparo Clean,https://www.crunchbase.com/funding_round/koparo-clean-seed--c41ddb96,Seed,1500000,USD,1500000,2023-06-06,7,2,Koparo Clean is a sustainable home and personal hygiene D2C brand.,"Consumer, Consumer Goods, E-Commerce","Delhi, Delhi, India, Asia",,https://koparoclean.com/,Koparo Clean,https://www.crunchbase.com/organization/koparo-clean
Seed Round - GoodGang Labs,https://www.crunchbase.com/funding_round/goodgang-labs-seed--2e674351,Seed,2000000,USD,2000000,2023-05-25,5,3,Bring people together through avatars on metaverse.,,"Singapore, Central Region, Singapore, Asia",,https://goodganglabs.com/,GoodGang Labs,https://www.crunchbase.com/organization/goodgang-labs
Pre Seed Round - Num Finance,https://www.crunchbase.com/funding_round/num-finance-pre-seed--968d0feb,Pre-Seed,1500000,USD,1500000,2023-05-23,5,1,"Yields, Loans and Digital Assets at one-click","Cryptocurrency, Financial Services","Buenos Aires, Distrito Federal, Argentina, South America",,https://num.finance,Num Finance,https://www.crunchbase.com/organization/num-finance
Pre Seed Round - Amini,https://www.crunchbase.com/funding_round/amini-f36a-pre-seed--f5cd1e39,Pre-Seed,2000000,USD,2000000,2023-05-18,5,1,Amini is a climate tech business that uses artificial intelligence and satellite technology to bridge Africa's environmental data.,"Aerospace, Artificial Intelligence, Geospatial, Machine Learning, Software",,,https://www.amini.ai,Amini,https://www.crunchbase.com/organization/amini-f36a
Seed Round - ZapScale,https://www.crunchbase.com/funding_round/zapscale-seed--8118042c,Seed,2500000,USD,2500000,2023-06-12,6,1,ZapScale is a business to business SaaS customer success platform.,"B2B, SaaS, Software","Wilmington, Delaware, United States, North America",,https://zapscale.com/,ZapScale,https://www.crunchbase.com/organization/zapscale
Seed Round - Leadoptik,https://www.crunchbase.com/funding_round/leadoptik-seed--505f8576,Seed,5000000,USD,5000000,2023-05-22,7,6,Leadoptik is a deep-tech company specializing in building a miniature imaging platform.,"3D Technology, Information Technology, Medical Device, Software","San Jose, California, United States, North America",,https://www.leadoptik.com/,Leadoptik,https://www.crunchbase.com/organization/leadoptik
Seed Round - Platformatic,https://www.crunchbase.com/funding_round/platformatic-seed--327b7edd,Seed,3500000,USD,3500000,2023-06-01,8,2,Platformatic provides backend development platform.,"Information Technology, Internet","San Francisco, California, United States, North America",,https://platformatic.dev/,Platformatic,https://www.crunchbase.com/organization/platformatic
Seed Round - Xonai,https://www.crunchbase.com/funding_round/xonai-seed--1802fc75,Seed,3500000,USD,3500000,2023-06-01,7,1,Xonai is a software development company that specializes in accelerated computing for data processing platforms.,"Information Services, Information Technology, Software","London, England, United Kingdom, Europe",$1M to $10M,https://www.xonai.io/,Xonai,https://www.crunchbase.com/organization/xonai
Seed Round - Lumeus.ai,https://www.crunchbase.com/funding_round/lumeus-ai-seed--f36543fa,Seed,6000000,USD,6000000,2023-05-18,3,2,Lumeus is an Agentless Zero Trust Networking technology that enables IT and security teams to integrate connectivity.,"Cloud Data Services, Computer, Network Security","San Jose, California, United States, North America",,https://lumeus.ai,Lumeus.ai,https://www.crunchbase.com/organization/lumeus-ai
Seed Round - Boombox,https://www.crunchbase.com/funding_round/boombox-599a-seed--871cd8b4,Seed,7000000,USD,7000000,2023-05-23,3,2,"Boombox enables and elevates musicians to produce hipper, more motivational art.","Music, Software","San Francisco, California, United States, North America",,https://boombox.io/,Boombox,https://www.crunchbase.com/organization/boombox-599a
Seed Round - Kiwi,https://www.crunchbase.com/funding_round/kiwi-e877-seed--1100653d,Seed,4500000,USD,4500000,2023-05-22,3,4,Kiwi helps Latinos by providing tools and resources to establish credit and secure access to capital.,"Financial Services, FinTech, Lending, Mobile Apps, Personal Finance","San Juan, NA - Puerto Rico, Puerto Rico, North America",,https://www.kiwicredito.com,Kiwi,https://www.crunchbase.com/organization/kiwi-e877
Pre Seed Round - Plenty,https://www.crunchbase.com/funding_round/plenty-546a-pre-seed--32532e2b,Pre-Seed,2750000,USD,2750000,2023-05-23,10,1,Plenty is building the future of collaborative wealth building.,"Financial Services, FinTech, Funding Platform, Wealth Management","San Francisco, California, United States, North America",,http://www.withplenty.com,Plenty,https://www.crunchbase.com/organization/plenty-546a
Pre Seed Round - Arda Biomaterials,https://www.crunchbase.com/funding_round/arda-biomaterials-pre-seed--306496af,Pre-Seed,1100000,GBP,1384837,2023-06-12,4,1,"Arda Biomaterials transforms waste feedstocks into smarter, circular biomaterials for fashion, home goods, automotive and more.",Fashion,"Southwark, Southwark, United Kingdom, Europe",,https://www.arda.bio,Arda Biomaterials,https://www.crunchbase.com/organization/arda-biomaterials
Seed Round - Ringkas,https://www.crunchbase.com/funding_round/ringkas-seed--157d2924,Seed,3500000,USD,3500000,2023-05-31,6,2,Ringkas offers a mortgage application platform that digitalizes the mortgage process.,"Financial Services, FinTech, Real Estate","Jakarta, Jakarta Raya, Indonesia, Asia",,https://ringkas.co.id,Ringkas,https://www.crunchbase.com/organization/ringkas
Seed Round - PLOT Communications,https://www.crunchbase.com/funding_round/plot-communications-inc-seed--b461ef08,Seed,2000000,USD,2000000,2023-06-05,7,2,PLOT Communications provides SaaS applications for people.,"Construction, SaaS, Software","Wichita, Kansas, United States, North America",,https://www.getplot.com,PLOT Communications,https://www.crunchbase.com/organization/plot-communications-inc
Seed Round - Ballerine,https://www.crunchbase.com/funding_round/ballerine-seed--9676fb19,Seed,5000000,USD,5000000,2023-05-23,3,2,"Open-source platform to customize identity & risk processes throughout the SMB lifecycle (onboarding, transactions, underwriting).","Identity Management, Open Source, Risk Management","Tel Aviv-yafo, Tel Aviv, Israel, Asia",,https://www.ballerine.com,Ballerine,https://www.crunchbase.com/organization/ballerine
Seed Round - SkorLife,https://www.crunchbase.com/funding_round/skorlife-9485-seed--e96ef510,Seed,4000000,USD,4000000,2023-05-24,4,2,SkorLife Platforms provides credit history or credit score.,"Financial Services, FinTech","Jakarta, Jakarta Raya, Indonesia, Asia",,https://skorlife.com/en,SkorLife,https://www.crunchbase.com/organization/skorlife-9485
Seed Round - InfoTiles,https://www.crunchbase.com/funding_round/infotiles-seed--5990616c,Seed,,,,2023-05-23,3,3,"InfoTiles provides AI-driven solutions that unlocks water insights, helping cities and utilities be more sustainable","Analytics, Data Integration, SaaS, Smart Cities, Water","Stavanger, Rogaland, Norway, Europe",Less than $1M,https://www.infotiles.no/,InfoTiles,https://www.crunchbase.com/organization/infotiles
Seed Round - WireMock,https://www.crunchbase.com/funding_round/wiremock-seed--3674fc70,Seed,6500000,USD,6500000,2023-05-24,3,1,"WireMock is an API productivity platform that enables developers to mock APIs for use in unit, integration development, and testing.","Developer APIs, Developer Tools, Quality Assurance, SaaS, Software","Menlo Park, California, United States, North America",,https://wiremock.io/,WireMock,https://www.crunchbase.com/organization/wiremock
Pre Seed Round - Zofi Cash,https://www.crunchbase.com/funding_round/zofi-cash-pre-seed--eb7efa55,Pre-Seed,1000000,USD,1000000,2023-05-29,1,3,Zofi Cash is a digital financial platform that seeks to revolutionize how and when salaried people get paid.,"Financial Services, FinTech","Kampala, Kampala, Uganda, Africa",,https://www.zoficash.com/,Zofi Cash,https://www.crunchbase.com/organization/zofi-cash
Seed Round - Tem.,https://www.crunchbase.com/funding_round/tem-9f9a-seed--65417071,Seed,2500000,GBP,3147358,2023-06-12,3,2,Tem. develops and provides innovative solutions to manufacture renewable energy generators.,"Energy, Energy Efficiency, Energy Management, Industrial Manufacturing, Renewable Energy","London, England, United Kingdom, Europe",,https://www.tem.energy/,Tem.,https://www.crunchbase.com/organization/tem-9f9a
Seed Round - KarmaLifeAI,https://www.crunchbase.com/funding_round/karmalifeai-seed--a7d9eb0f,Seed,440000000,INR,5336881,2023-06-01,9,4,KarmaLifeAI is a digital solution for the financial well being of blue-collar gig workers and micro-business.,"Artificial Intelligence, Finance, Financial Services, FinTech","Bangalore, Karnataka, India, Asia",,https://karmalife.ai/,KarmaLifeAI,https://www.crunchbase.com/organization/karmalifeai
Seed Round - Guorui Xiechuang,https://www.crunchbase.com/funding_round/guorui-xiechuang-seed--b8c6a130,Seed,100000000,CNY,14126488,2023-05-25,2,1,Guorui Xiechuang is a high-tech enterprise that provides power + energy storage products and solutions for global customers.,"Energy, Energy Storage","Shenzhen, Guangdong, China, Asia",,http://www.grnewenergy.com/,Guorui Xiechuang,https://www.crunchbase.com/organization/guorui-xiechuang
Seed Round - Taiko Labs,https://www.crunchbase.com/funding_round/taiko-labs-seed--8e100b5d,Seed,12000000,USD,12000000,2023-06-08,13,2,Taiko Labs is a cryptocurrency firm that aims to scale the Ethereum blockchain.,"Blockchain, Ethereum, Service Industry","Bay City, Michigan, United States, North America",,https://taiko.xyz,Taiko Labs,https://www.crunchbase.com/organization/taiko-labs
Seed Round - Wellplaece,https://www.crunchbase.com/funding_round/wellplaece-seed--b86a08db,Seed,5500000,USD,5500000,2023-05-30,6,2,Wellplaece operates a technology company works to shape the abundant and beneficial future for dentistry imaginable.,"Dental, Information Technology","San Francisco, California, United States, North America",,https://www.wellplaece.com/,Wellplaece,https://www.crunchbase.com/organization/wellplaece
Seed Round - Stride,https://www.crunchbase.com/funding_round/stride-4dbe-seed--dfe3f0c6,Seed,2000000,USD,2000000,2023-05-24,2,1,Stride is an innovative renewable energy firm to advance a sustainable future by providing solar energy and eco-friendly home renovation.,"Renewable Energy, Smart Home, Solar","Ho Chi Minh City, NA - Vietnam, Vietnam, Asia",,https://www.stride.vn/en,Stride,https://www.crunchbase.com/organization/stride-4dbe
Seed Round - Keep Aware,https://www.crunchbase.com/funding_round/keep-aware-seed--d2adc945,Seed,2400000,USD,2400000,2023-06-06,2,1,Keep Aware’s human-centric solution is a proactive and flexible approach to browser security.,Network Security,"Austin, Texas, United States, North America",,https://keepaware.com/,Keep Aware,https://www.crunchbase.com/organization/keep-aware
Seed Round - Kilde,https://www.crunchbase.com/funding_round/kilde-financial-technologies-seed--34cc7e24,Seed,1115000,USD,1115000,2023-06-05,4,4,Kilde is a global private debt investment platform that raises capital for alternative lenders.,"Financial Services, FinTech, Funding Platform, Lending","Singapore, Central Region, Singapore, Asia",,https://kilde.sg/,Kilde,https://www.crunchbase.com/organization/kilde-financial-technologies
Seed Round - Vensum Power,https://www.crunchbase.com/funding_round/vensum-power-seed--6f61304a,Seed,2100000,EUR,2253581,2023-05-26,4,2,Next big leap in power conversion efficiency,"Energy, Renewable Energy",,,https://www.vensumpower.com/,Vensum Power,https://www.crunchbase.com/organization/vensum-power
Pre Seed Round - Demox Labs,https://www.crunchbase.com/funding_round/demox-labs-pre-seed--5b65a82b,Pre-Seed,4500000,USD,4500000,2023-06-01,15,1,"Demox Labs develops a decentralized, trustless oracle protocol for the connection of smart contracts to any off-chain data source.","Data Center Automation, Information Technology, Web Development","Walnut Creek, California, United States, North America",,https://www.demoxlabs.xyz/,Demox Labs,https://www.crunchbase.com/organization/demox-labs
Pre Seed Round - Ironforge,https://www.crunchbase.com/funding_round/ironforge-pre-seed--62622d7d,Pre-Seed,2600000,USD,2600000,2023-06-12,6,1,A serverless Solana development platform.,,,,https://www.ironforge.cloud/,Ironforge,https://www.crunchbase.com/organization/ironforge
Seed Round - UpdateAI,https://www.crunchbase.com/funding_round/updateai-seed--3aed09c9,Seed,2300000,USD,2300000,2023-05-31,6,2,UpdateAI is a meeting assistant built for CS that works with B2B SaaS companies.,Software,"Pasadena, California, United States, North America",,https://www.update.ai,UpdateAI,https://www.crunchbase.com/organization/updateai
Seed Round - TradingLeagues,https://www.crunchbase.com/funding_round/tradingleagues-seed--7dd2bf54,Seed,3500000,USD,3500000,2023-06-07,3,1,"TradingLeagues, is a stock market game platform providing different types of games. You can practice trading by playing stock market games.","Education, Finance, Online Games","Bangalore, Karnataka, India, Asia",,https://www.tradingleagues.in/,TradingLeagues,https://www.crunchbase.com/organization/tradingleagues
Pre Seed Round - AMLYZE,https://www.crunchbase.com/funding_round/amlyze-pre-seed--fdbb5f0f,Pre-Seed,1000000,USD,1000000,2023-05-18,2,1,Automated Transaction Monitoring & Risk Assessment Solutions,"Compliance, Financial Services, Risk Management, Software","Vilnius, Vilniaus Apskritis, Lithuania, Europe",,https://www.amlyze.com/,AMLYZE,https://www.crunchbase.com/organization/amlyze
Seed Round - Fixably,https://www.crunchbase.com/funding_round/fixably-seed--1f62ec51,Seed,10000000,USD,10000000,2023-06-05,4,3,Fixably is a Finland-based SaaS company that helps technicians and repair shops operate better.,"Application Performance Management, Innovation Management, SaaS, Software","Helsinki, Southern Finland, Finland, Europe",,https://fixably.com/,Fixably,https://www.crunchbase.com/organization/fixably
Seed Round - Semafor,https://www.crunchbase.com/funding_round/semafor-seed--b5e88bdc,Seed,19000000,USD,19000000,2023-05-24,6,2,Global news media company,"Internet, Media and Entertainment, News","New York, New York, United States, North America",,https://www.semafor.com,Semafor,https://www.crunchbase.com/organization/semafor
Pre Seed Round - Haiqu,https://www.crunchbase.com/funding_round/haiqu-pre-seed--cc99fde6,Pre-Seed,4000000,USD,4000000,2023-06-06,9,1,Haiqu is a quantum computing software firm focusing on the development.,"Artificial Intelligence, Hardware",,,https://www.haiqu.ai,Haiqu,https://www.crunchbase.com/organization/haiqu
Seed Round - MEMCYCO,https://www.crunchbase.com/funding_round/memcyco-seed--7a0a2e2e,Seed,10000000,USD,10000000,2023-05-24,2,1,MEMCYCO provides a cybersecurity authenticity platform that protect the company's digital assets and their end-users from phishing attacks,,"Beney Beraq, Tel Aviv, Israel, Asia",,https://www.memcyco.com/,MEMCYCO,https://www.crunchbase.com/organization/memcyco
Seed Round - Signaloid,https://www.crunchbase.com/funding_round/signaloid-seed--378242de,Seed,3000000,GBP,3695009,2023-05-25,3,3,Signaloid is a cloud-based computing platform.,"Cloud Computing, Information Technology, Software","Cambridge, Cambridgeshire, United Kingdom, Europe",,https://www.signaloid.ai/,Signaloid,https://www.crunchbase.com/organization/signaloid
Seed Round - zero44,https://www.crunchbase.com/funding_round/zero44-seed--d8c97051,Seed,2500000,EUR,2681396,2023-05-25,3,1,Zero44 is a software company that helps in the digitization of the maritime industry.,Software,"Berlin, Berlin, Germany, Europe",,https://www.zero44.eu,zero44,https://www.crunchbase.com/organization/zero44
Seed Round - StepChange,https://www.crunchbase.com/funding_round/stepchange-09d4-seed--208d0739,Seed,4000000,USD,4000000,2023-05-23,10,2,"Sustainability, Mobile App",,"Bengaluru, Karnataka, India, Asia",,https://www.stepchange.earth,StepChange,https://www.crunchbase.com/organization/stepchange-09d4
Seed Round - BharatNXT,https://www.crunchbase.com/funding_round/bharatnxt-seed--55c246cb,Seed,1200000,USD,1200000,2023-06-01,4,1,BharatNXT is a B2B fintech platform.,"Financial Services, FinTech, Payments","Ghatkopar, Maharashtra, India, Asia",,https://bharatnxt.in,BharatNXT,https://www.crunchbase.com/organization/bharatnxt
Seed Round - Truvity,https://www.crunchbase.com/funding_round/truvity-seed--5747475e,Seed,8000000,EUR,8549520,2023-06-06,1,1,"Truvity’s Self-Sovereign Identity toolkit allows you to build your own digital identity ecosystem, tailored to your needs.",,"Amsterdam, Noord-Holland, The Netherlands, Europe",,https://www.truvity.com/,Truvity,https://www.crunchbase.com/organization/truvity
Seed Round - MindsDB,https://www.crunchbase.com/funding_round/mindsdb-seed--55d9ef1d,Seed,25000000,USD,25000000,2023-06-01,3,5,MindsDB is an open-source platform that enables developers to integrate machine learning into applications.,"Database, Machine Learning, Open Source, Predictive Analytics, Software","Berkeley, California, United States, North America",,http://mindsdb.com,MindsDB,https://www.crunchbase.com/organization/mindsdb
Pre Seed Round - Ticket 9,https://www.crunchbase.com/funding_round/ticket-9-pre-seed--cae1f8f4,Pre-Seed,120000,USD,120000,2023-05-24,9,1,"Ticket 9 is an event tech SaaS platform to create, promote, connect, and manage events of any type and size.","Digital Entertainment, Event Management, Events, SaaS, Ticketing","Coimbatore, Tamil Nadu, India, Asia",,https://theticket9.com/,Ticket 9,https://www.crunchbase.com/organization/ticket-9
"Seed Round - HeMemics Biotechnologies, Inc.",https://www.crunchbase.com/funding_round/hememics-biotechnologies-seed--a236f233,Seed,2000000,USD,2000000,2023-05-25,1,3,The company develops a low-cost biosensor platform with graphene-based sensors to detect multiple pathogens in one test within 2 minutes.,"Biotechnology, Health Care, Health Diagnostics","Gaithersburg, Maryland, United States, North America",Less than $1M,https://www.hememics.com/,"HeMemics Biotechnologies, Inc.",https://www.crunchbase.com/organization/hememics-biotechnologies
Seed Round - Gan.ai,https://www.crunchbase.com/funding_round/gan-ai-seed--531d7138,Seed,5250000,USD,5250000,2023-05-23,2,2,"Gan.ai allows brands to generate personalized copies of a single video recording, with variables changed in the voice and lip-sync.","Advertising, Artificial Intelligence, Information Technology, Marketing, SaaS, Video","Perrysburg, Ohio, United States, North America",,https://gan.ai,Gan.ai,https://www.crunchbase.com/organization/gan-ai
Seed Round - G.O.A.T. Fuel,https://www.crunchbase.com/funding_round/g-o-a-t-fuel-seed--0ab8f2c0,Seed,5000000,USD,5000000,2023-05-24,2,4,G.O.A.T. Fuel develops and promotes health-forward products.,"Consumer Goods, Energy, Fitness, Food and Beverage, Personal Health","Plano, Texas, United States, North America",,https://goatfuel.com/,G.O.A.T. Fuel,https://www.crunchbase.com/organization/g-o-a-t-fuel
Seed Round - Openfort,https://www.crunchbase.com/funding_round/openfort-seed--12fecdb7,Seed,3000000,USD,3000000,2023-05-22,9,2,Openfort provides Web3 gaming studios and gaming platforms with the ability to create an account.,"Blockchain, Online Games, Service Industry, Web Design",,,https://www.openfort.xyz,Openfort,https://www.crunchbase.com/organization/openfort
