Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Seed Round - Oort Energy,https://www.crunchbase.com/funding_round/oort-energy-seed--9e2851d0,Seed,5000000,GBP,6217946,2023-06-07,2,2,Oort Energy is a maker of hydrogen electrolyzers that uses innovative technologies to significantly reduce the cost of green hydrogen.,"GreenTech, Natural Resources, Renewable Energy","Bristol, Bristol, City of, United Kingdom, Europe",,https://oortenergy.com/,Oort Energy,https://www.crunchbase.com/organization/oort-energy
Seed Round - Xinta Electronics,https://www.crunchbase.com/funding_round/xinta-electronics-seed--7ad3cf38,Seed,100000000,CNY,14027409,2023-06-07,5,1,Xinta Electronics focuses on supplying third-generation semiconductor power devices and overall application solutions to customers.,"Electrical Distribution, Semiconductor, Solar","Wuhu, Anhui, China, Asia",,http://www.topelectronics.cn/,Xinta Electronics,https://www.crunchbase.com/organization/xinta-electronics
Seed Round - Endua,https://www.crunchbase.com/funding_round/endua-seed--2fb7cd1e,Seed,11800000,AUD,7805698,2023-05-23,5,2,Endua is developing the next generation of renewable energy multi-day storage solutions.,"Energy Storage, Manufacturing, Renewable Energy, Semiconductor","Brisbane, Queensland, Australia, Oceania",,https://www.endua.com/,Endua,https://www.crunchbase.com/organization/endua
Seed Round - PIONIX,https://www.crunchbase.com/funding_round/pionix-fe94-seed--f100ac23,Seed,5000000,EUR,5405405,2023-05-22,5,3,open source software as a service for charging stations / e-mobility,"Electric Vehicle, Energy, Software","Bruchsal, Baden-Wurttemberg, Germany, Europe",,https://pionix.com/,PIONIX,https://www.crunchbase.com/organization/pionix-fe94
Seed Round - Werover,https://www.crunchbase.com/funding_round/searover-seed--6ac4e402,Seed,350000,USD,350000,2023-05-18,1,1,"Robotic, acoustic and AI solutions for renewable energies assets and wind turbines .","Artificial Intelligence, Energy, Marine Technology, Renewable Energy, Software","Bremen, Bremen, Germany, Europe",,https://www.werover.com/,Werover,https://www.crunchbase.com/organization/searover
Seed Round - Yongtai Shuneng,https://www.crunchbase.com/funding_round/yongtai-shuneng-seed--af05da79,Seed,,,,2023-05-15,6,1,"Yongtai Shuneng provides energy storage, electric car charging, swapping and entire sets of power equipment, and solutions.","Energy Storage, Manufacturing","Shenzhen, Guangdong, China, Asia",,,Yongtai Shuneng,https://www.crunchbase.com/organization/yongtai-shuneng
Seed Round - Zparq,https://www.crunchbase.com/funding_round/zparq-seed--f89e2397,Seed,2500000,EUR,2680795,2023-05-30,3,1,Zparq designs and manufactures marine electric propulsion products.,"Electrical Distribution, Manufacturing, Marine Technology, Product Design","Älta, Stockholms Lan, Sweden, Europe",$1M to $10M,https://zparq.se ,Zparq,https://www.crunchbase.com/organization/zparq
Seed Round - Smart vision,https://www.crunchbase.com/funding_round/smart-vision-00fa-seed--30490d38,Seed,15000000,CNY,2104111,2023-06-07,1,1,"Wisdom Youshi specialises in the charging, battery replacement, and distributed energy storage of new energy-heavy vehicles.","Automotive, Battery","Taizhou, Jiangsu, China, Asia",,http://www.metiot.com/,Smart vision,https://www.crunchbase.com/organization/smart-vision-00fa
Pre Seed Round - BlueBird Power,https://www.crunchbase.com/funding_round/bluebird-power-pre-seed--11ca31f2,Pre-Seed,350000,GBP,438420,2023-06-01,1,1,BlueBird Power engages in the acceleration and integration of clean energy.,"Clean Energy, Renewable Energy","Amsterdam, Noord-Holland, The Netherlands, Europe",,https://bluebirdpower.com/,BlueBird Power,https://www.crunchbase.com/organization/bluebird-power
Seed Round - Wastespresso,https://www.crunchbase.com/funding_round/wastespresso-seed--78764ba2,Seed,3000000,USD,3000000,2023-06-02,1,3,Wastespresso is an upcycling company that uses coffee waste.,"Biotechnology, Manufacturing, Renewable Energy","Istanbul, Istanbul, Turkey, Europe",,https://www.wastespresso.com/,Wastespresso,https://www.crunchbase.com/organization/wastespresso
Seed Round - Bangding Wisdom,https://www.crunchbase.com/funding_round/bangding-wisdom-seed--b518c02b,Seed,10000000,CNY,1421241,2023-05-18,2,1,Bangding Wisdom focuses on self-developed industrial AI modeling and simulation engines.,"Artificial Intelligence, Industrial, Manufacturing, Oil and Gas","Shanghai, Shanghai, China, Asia",,http://www.pan-support.com/,Bangding Wisdom,https://www.crunchbase.com/organization/bangding-wisdom
Seed Round - Dynelectro,https://www.crunchbase.com/funding_round/dynelectro-seed--b7c176c8,Seed,4500000,EUR,4843725,2023-06-09,3,1,Dynelectro is a green energy technology company that focuses on reducing CO2 emissions by transforming fossil fuels into green fuels.,"Fuel, GreenTech, Renewable Energy","Copenhagen, Hovedstaden, Denmark, Europe",,https://dynelectro.dk,Dynelectro,https://www.crunchbase.com/organization/dynelectro
Seed Round - Conductor Solar,https://www.crunchbase.com/funding_round/conductor-solar-seed--02031241,Seed,645000,USD,645000,2023-06-02,,1,Conductor Solar is a fintech platform developer with a mission to revolutionize commercial solar transactions.,"FinTech, Solar","Athens, Ohio, United States, North America",,https://conductor.solar/,Conductor Solar,https://www.crunchbase.com/organization/conductor-solar
Seed Round - Stark Drones Corporation,https://www.crunchbase.com/funding_round/stark-drones-corporation-seed--243ec3d0,Seed,211000,USD,211000,2023-05-31,0,4,"Experimental technologies that efficiently updates or replaces current grid, wireless transmission, and energy systems that we use today.","Aerospace, Blockchain, Energy, Energy Storage, Information Technology, Power Grid","Sterling Heights, Michigan, United States, North America",$1M to $10M,https://www.starkdrones.org,Stark Drones Corporation,https://www.crunchbase.com/organization/stark-drones-corporation
Seed Round - LGX Energy,https://www.crunchbase.com/funding_round/lgx-energy-seed--f7d07659,Seed,165000,USD,165000,2023-05-19,,4,"LGX Energy focuses on the acquisition, exploration, development, and production of oil and gas properties.","Energy, Financial Services, Oil and Gas","Walla Walla, Washington, United States, North America",,https://lgxenergycorp.com,LGX Energy,https://www.crunchbase.com/organization/lgx-energy
Seed Round - Yuanhe Energy,https://www.crunchbase.com/funding_round/yuanhe-energy-seed--06533d5e,Seed,,,,2023-06-08,2,1,"Yuanhe Energy focuses on R&D, production &sales of large-scale industrial, commercial, & digital energy storage products.","Energy, Energy Storage, Power Grid","Tongzhou, Beijing, China, Asia",,http://www.yhenergy.com/,Yuanhe Energy,https://www.crunchbase.com/organization/yuanhe-energy
Seed Round - 82Volt,https://www.crunchbase.com/funding_round/82volt-seed--21ca250c,Seed,50000000,INR,605213,2023-06-06,,1,"82Volt offers a variety of AC and DC charging methods, as well as software.","Battery, Software","Bengaluru, Karnataka, India, Asia",,https://www.82volt.com,82Volt,https://www.crunchbase.com/organization/82volt
Seed Round - UV,https://www.crunchbase.com/funding_round/uv-energy-seed--b8b353bd,Seed,,,,2023-05-23,,1,Creating the worlds most rapidly built virtual solar power plant,"Clean Energy, Manufacturing, Power Grid, Renewable Energy, Solar","Holzgerlingen, Baden-Wurttemberg, Germany, Europe",,https://www.uvenergy.de,UV,https://www.crunchbase.com/organization/uv-energy
Pre Seed Round - HiProSUN,https://www.crunchbase.com/funding_round/hiprosun-pre-seed--fb2cba09,Pre-Seed,25000,EUR,26909,2023-06-09,,1,"Proteins, Animal Feed, Nutrition, Biotechnology, CleanTech, AgTech, Agriculture, Green Energy, Sustainability, Clean Energy","AgTech, Animal Feed, Biotechnology, Clean Energy, CleanTech, GreenTech, Nutrition, Sustainability","Roth, Bayern, Germany, Europe",,https://hiprosun.com/,HiProSUN,https://www.crunchbase.com/organization/hiprosun
Seed Round - Solidarity,https://www.crunchbase.com/funding_round/solidarity-seed--3a4116ab,Seed,,,,2023-06-01,2,2,Solid New Materials is a high-energy density battery core material developer.,"Advanced Materials, Battery, Manufacturing","Shenzhen, Guangdong, China, Asia",,,Solidarity,https://www.crunchbase.com/organization/solidarity
Seed Round - Solarad.ai,https://www.crunchbase.com/funding_round/solarad-ai-seed--5c892927,Seed,,,,2023-06-13,1,1,Solarad.ai is a pioneer in energy forecasting for solar plants and battery storage.,"Battery, Energy Storage, Renewable Energy","Gurgaon, Haryana, India, Asia",,https://solarad.ai/,Solarad.ai,https://www.crunchbase.com/organization/solarad-ai
Seed Round - Gridware,https://www.crunchbase.com/funding_round/gridware-seed--5cd43d08,Seed,10500000,USD,10500000,2023-06-13,10,4,Creating a future where suburban wildfires are a thing of the past.,"Energy, Predictive Analytics, Software","Walnut Creek, California, United States, North America",$1M to $10M,https://gridware.io,Gridware,https://www.crunchbase.com/organization/gridware
Seed Round - Tem.,https://www.crunchbase.com/funding_round/tem-9f9a-seed--65417071,Seed,2500000,GBP,3147358,2023-06-12,3,2,Tem. develops and provides innovative solutions to manufacture renewable energy generators.,"Energy, Energy Efficiency, Energy Management, Industrial Manufacturing, Renewable Energy","London, England, United Kingdom, Europe",,https://www.tem.energy/,Tem.,https://www.crunchbase.com/organization/tem-9f9a
Seed Round - Wisdom New Energy,https://www.crunchbase.com/funding_round/wisdom-new-energy-seed--7536c21f,Seed,,,,2023-06-06,,1,"Wisdom New Energy focused on the battery cell, packaging, and system integration of rechargeable lithium-ion batteries.","Battery, Manufacturing","Huizhou, Guangdong, China, Asia",,http://www.wesbattery.com/,Wisdom New Energy,https://www.crunchbase.com/organization/wisdom-new-energy
Seed Round - About:Energy,https://www.crunchbase.com/funding_round/about-energy-seed--82392be8,Seed,1500000,GBP,1883236,2023-06-08,9,2,About:Energy is a battery intelligence platform that combines world-leading expertise in battery testing and software.,"Battery, Information Technology, Intelligent Systems","Thame, Oxfordshire, United Kingdom, Europe",,https://www.aboutenergy.io/,About:Energy,https://www.crunchbase.com/organization/about-energy
Seed Round - Buyofuel,https://www.crunchbase.com/funding_round/buyofuel-seed--d27b7518,Seed,45000000,USD,45000000,2023-06-12,1,3,Buyofuel provides you with the tools and information you need to take your company to the next level.,Oil and Gas,"Coimbatore, Tamil Nadu, India, Asia",,https://buyofuel.com/,Buyofuel,https://www.crunchbase.com/organization/buyofuel
Seed Round - Lanhai Energy,https://www.crunchbase.com/funding_round/lanhai-energy-seed--e615a726,Seed,100000000,CNY,14046127,2023-06-06,2,1,Lanhai Energy is a new energy storage solution provider and assists customers in achieving their ESG objectives.,"Energy, Manufacturing","Huzhou, Zhejiang, China, Asia",,,Lanhai Energy,https://www.crunchbase.com/organization/lanhai-energy
Pre Seed Round - Zero Labs,https://www.crunchbase.com/funding_round/zero-labs-c63f-pre-seed--f58aeab5,Pre-Seed,100000,USD,100000,2023-06-08,1,1,"Zero Labs provides transparent systems that let anybody, anywhere to purchase sustainable energy and prove it on a blockchain.","Clean Energy, Renewable Energy","Tallin, Harjumaa, Estonia, Europe",,https://www.zerolabs.green,Zero Labs,https://www.crunchbase.com/organization/zero-labs-c63f
