Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL,Investor Names
Seed Round - Outbound AI,https://www.crunchbase.com/funding_round/conversationdriver-seed--185ea246,Seed,16000000,USD,16000000,2023-06-21,7,2,Outbound AI is Conversation AI built for healthcare.,"Artificial Intelligence, Health Care, Information Technology, Medical, Software","Seattle, Washington, United States, North America",$10M to $50M,https://outbound.ai,Outbound AI,https://www.crunchbase.com/organization/conversationdriver,"Ascend, EPIC Ventures, KCRise Fund, Madrona, Pack Ventures, SpringRock Ventures, Tacoma Venture Fund"
Seed Round - Hyfé,https://www.crunchbase.com/funding_round/hyfé-foods-seed--e14a436e,Seed,9000000,USD,9000000,2023-06-22,7,2,Hyfé produces low-cost feedstocks for biomanufacturing by valorizing waste carbons from food processing wastewater.,"Biotechnology, Chemical Engineering, Food and Beverage, Manufacturing","Chicago, Illinois, United States, North America",,https://www.hyfefoods.com/,Hyfé,https://www.crunchbase.com/organization/hyfé-foods,"Alumni Ventures, Overwater Ventures, Refactor Capital, Supply Change Capital, Synthesis Capital, The Engine, XFactor Ventures"
Seed Round - WindBorne Systems,https://www.crunchbase.com/funding_round/windborne-seed--c842f8fa,Seed,6000000,USD,6000000,2023-06-22,6,4,"WindBorne develops, manufactures, and operates a network of long-duration smart weather balloons.","Agriculture, Events, Transportation","Stanford, California, United States, North America",,https://windbornesystems.com,WindBorne Systems,https://www.crunchbase.com/organization/windborne,"Footwork, Harvest Ventures, Humba Ventures, Khosla Ventures, Pear VC, Ubiquity Ventures"
Seed Round - Connext Labs,https://www.crunchbase.com/funding_round/connext-labs-seed--ad7f2400,Seed,7500000,USD,7500000,2023-06-14,15,1,Connext Labs is a modular interoperability protocol that builds secure cross-chain apps for transferring funds and data,"Data Center, Enterprise Software, FinTech, Mobile Apps, Software, Software Engineering","San Francisco, California, United States, North America",,https://www.connext.network,Connext Labs,https://www.crunchbase.com/organization/connext-labs,"1kx, A.Capital Ventures, Coinbase Ventures, Dokia Capital, Ethereal Ventures, Factor, Fenbushi Capital, Hashed, IOSG Ventures, KXVC, NGC Ventures, NoLimit Holdings, Polychain, Polygon Ventures, Scalar Capital"
Seed Round - ATMOS Space Cargo,https://www.crunchbase.com/funding_round/atmos-space-cargo-seed--9c936bc9,Seed,4000000,EUR,4382207,2023-06-22,6,1,"ATMOS Space Cargo develops and manufactures space capsules to return cargo from space, microgravity experiments to entire rocket stages.","Aerospace, Manufacturing, Space Travel","Baden-baden, Baden-Wurttemberg, Germany, Europe",,https://atmos-space-cargo.com,ATMOS Space Cargo,https://www.crunchbase.com/organization/atmos-space-cargo,"Amadeus APEX Technology Fund, another.vc, E2MC Ventures, High-Tech Grunderfonds, Seraphim Space, VENTIS CAPITAL"
Seed Round - Mach Industries,https://www.crunchbase.com/funding_round/mach-industries-seed--bf7f663f,Seed,5700000,USD,5700000,2023-06-15,3,1,Mach Industries provides defence systems technology that creates a hardware solution using field-sourced hydrogen creation and techniques.,"Energy, Industrial","Austin, Texas, United States, North America",,https://www.machindustries.com,Mach Industries,https://www.crunchbase.com/organization/mach-industries,"Champion Hill Ventures, Marque Ventures, Sequoia Capital"
Seed Round - Mind Network,https://www.crunchbase.com/funding_round/mind-network-seed--4639cdd1,Seed,2500000,USD,2500000,2023-06-20,7,1,Mind Network is a full-encryption network built on a proprietary adaptive fully homomorphic encryption framework to secure all user data.,Artificial Intelligence,"London, England, United Kingdom, Europe",,https://mindnetwork.xyz,Mind Network,https://www.crunchbase.com/organization/mind-network,"Arweave SCP Ventures, Big Brain Holdings, Binance Labs, Comma3 Ventures, HashKey Capital, Mandala Capital, SevenX Ventures"
Seed Round - tem.,https://www.crunchbase.com/funding_round/tem-9f9a-seed--65417071,Seed,2500000,GBP,3128637,2023-06-12,3,2,tem. allows businesses to save on energy costs whilst renewable generators are rewarded. tem. use Renewable Energy Direct.,"Energy, Energy Efficiency, Energy Management, Industrial Manufacturing, Renewable Energy","London, England, United Kingdom, Europe",,https://www.tem.energy/,tem.,https://www.crunchbase.com/organization/tem-9f9a,"AlbionVC, Christian Deger, Revent"
Pre Seed Round - Arda Biomaterials,https://www.crunchbase.com/funding_round/arda-biomaterials-pre-seed--306496af,Pre-Seed,1100000,GBP,1376600,2023-06-12,4,1,"Arda Biomaterials transforms waste feedstocks into smarter, circular biomaterials for fashion, home goods, automotive and more.",Fashion,"Southwark, Southwark, United Kingdom, Europe",,https://www.arda.bio,Arda Biomaterials,https://www.crunchbase.com/organization/arda-biomaterials,"Clean Growth Fund, Plug and Play, Satgana, Serpentine Ventures"
Seed Round - dtcpay,https://www.crunchbase.com/funding_round/dtcpay-seed--56ee7f04,Seed,16500000,USD,16500000,2023-06-21,4,1,dtcpay is a regulated payment service provider that offers reliable solutions for merchants.,"Cryptocurrency, Financial Services, Payments","Singapore, Central Region, Singapore, Asia",,https://dtcpay.com/,dtcpay,https://www.crunchbase.com/organization/dtcpay,"David Tung, Jean Marc Poullet, Kwee Liong Tek, Sai Choy Tham"
Seed Round - Mykare Health,https://www.crunchbase.com/funding_round/mykare-health-seed--01d7e1a4,Seed,2000000,USD,2000000,2023-06-15,23,1,"Mykare Health offers surgeries, preventive care, second medical opinion, and telemedicine services.","Health Care, Hospital, Personal Health","Ernakulam, Kerala, India, Asia",,https://mykarehealth.com,Mykare Health,https://www.crunchbase.com/organization/mykare-health,"Ajit Mohan, Ankit Tandon, Arjun Vaidya, ARK Impact, Avaana Capital, Bhavy Shah, Bhavya Shah, Deepu Sebin, Endurance Capital, F Health, Hari T.N, Himanshu Arora, Huddle, Nikhil Jaisinghani, Niraj Karia, Nitish Mittersain, OnDeck ODX - US, Phoenix Angels, Rahul Nagar, Sean Sohn, Stanford Angels and Entrepreneurs India, VeritasX, Vikas Garg"
Seed Round - Navadhan Capital,https://www.crunchbase.com/funding_round/navadhan-capital-seed--c551e6cd,Seed,1500000,USD,1500000,2023-06-21,3,2,Navadhan Capital offers capital to under-banked households.,"Credit, Finance, Financial Services, FinTech","Mumbai, Maharashtra, India, Asia",,,Navadhan Capital,https://www.crunchbase.com/organization/navadhan-capital,"Anicut Capital, Gemba Capital, Varanium Capital Advisors"
Seed Round - Neutron,https://www.crunchbase.com/funding_round/neutron-57ad-seed--3e859c6a,Seed,10000000,USD,10000000,2023-06-21,6,1,Neutron is a smart-contracts blockchain platform that provides cross-chain applications that leverage bleeding-edge Interchain technology.,"Apps, Blockchain",,,https://neutron.org,Neutron,https://www.crunchbase.com/organization/neutron-57ad,"Binance Labs, CoinFund, Delphi Ventures, LongHash Ventures, Nomad Capital, Semantic Ventures"
Seed Round - Kanvas Biosciences,https://www.crunchbase.com/funding_round/kanvas-biosciences-seed--0f04dbbe,Seed,12000000,USD,12000000,2023-06-22,5,1,"Kanvas Biosciences developed cutting-edge imaging tech for microbial detection, providing unmatched speed, breadth, and adaptability.","Biotechnology, Life Science","Monmouth Junction, New Jersey, United States, North America",,https://www.kanvasbio.com/,Kanvas Biosciences,https://www.crunchbase.com/organization/kanvas-biosciences,"Cooke, DCVC, Lions Capital, Triple Impact Capital, Uncommon Denominator"
Seed Round - Reask,https://www.crunchbase.com/funding_round/reask-seed--5c6ba04d,Seed,4600000,USD,4600000,2023-06-15,6,2,"Reask is an IT company that builds climate forecasting tools, hazard models, and event response applications using machine learning.","Analytics, Artificial Intelligence, Commercial Insurance, Information Technology, Insurance, InsurTech, Machine Learning, Property Insurance, Risk Management","Sydney, New South Wales, Australia, Oceania",$1M to $10M,https://reask.earth,Reask,https://www.crunchbase.com/organization/reask,"Collaborative Fund, Hawktail Management, Macdoch Ventures, Mastry Ventures, SVA, Tencent"
Seed Round - Oliva Health,https://www.crunchbase.com/funding_round/oliva-therapy-seed--2847a53f,Seed,4260000,GBP,5430113,2023-06-22,4,4,Employee Mental Well-Being Platform,"Health Care, mHealth, Personal Health, Therapeutics, Wellness","Barcelona, Catalonia, Spain, Europe",,https://www.oliva.health,Oliva Health,https://www.crunchbase.com/organization/oliva-therapy,"Alumni Ventures, Kieran Flanagan, Molten Ventures, Stride.VC"
Seed Round - BoomFi,https://www.crunchbase.com/funding_round/boomfi-seed--862548fd,Seed,3800000,USD,3800000,2023-06-13,11,1,"All-in-one solution to send, accept and convert crypto payments. Fast multi-chain crypto and fiat settlement.","Blockchain, FinTech, Information Technology, Payments","London, England, United Kingdom, Europe",,https://www.boomfi.xyz/,BoomFi,https://www.crunchbase.com/organization/boomfi,"Aquanow, Blockchain Founders Fund, GSR, Kraken Ventures, Mantle Network, Passion Capital, Philippe Teixeira da Mota, Ramp, The Giving Block, Transak, White Star Capital"
Seed Round - Superstate,https://www.crunchbase.com/funding_round/superstate-317d-seed--a609efc2,Seed,4000000,USD,4000000,2023-06-15,5,1,"Superstate is developing the next generation of legal, blockchain-based financial solutions.","Finance, Financial Services","San Francisco, California, United States, North America",,https://superstate.co,Superstate,https://www.crunchbase.com/organization/superstate-317d,"1kx, CoinFund, Cumberland VC, Distributed Global, ParaFi Capital"
Seed Round - Rubber Ducky Labs,https://www.crunchbase.com/funding_round/rubber-ducky-labs-seed--8c7bdae0,Seed,1500000,USD,1500000,2023-06-22,5,2,Rubber Ducky Labs builds developer tools for recommender systems at large companies.,"Information Technology, Software","San Francisco, California, United States, North America",,https://www.rubberduckylabs.io,Rubber Ducky Labs,https://www.crunchbase.com/organization/rubber-ducky-labs,"Bain Capital Ventures, Brad Klingerberg, Cadenza Ventures, Dave Aronchick, Patrick J. Haynes"
Seed Round - REVER,https://www.crunchbase.com/funding_round/rever-3d13-seed--c2cb9308,Seed,7500000,EUR,8192808,2023-06-19,6,4,REVER is a return management software company for e-commerce companies.,"E-Commerce, Online Portals, Software","Barcelona, Catalonia, Spain, Europe",,https://itsrever.com,REVER,https://www.crunchbase.com/organization/rever-3d13,"Acacia Venture Capital Partners, Alma Mundi Ventures, Barlon Capital, Galdana Ventures, Sequoia Capital, Y Combinator"
Seed Round - Finfra,https://www.crunchbase.com/funding_round/finfra-3a02-seed--56f70cf4,Seed,1000000,USD,1000000,2023-06-14,7,2,Embedded lending infrastructure,"Embedded Systems, FinTech, Information Technology","Jakatra, Jakarta Raya, Indonesia, Asia",,https://www.finfra.io,Finfra,https://www.crunchbase.com/organization/finfra-3a02,"BADideas.fund, Cento Ventures, DS/X Ventures, Fintech Nation, FIRSTPICK, Hustle Fund, Seedstars"
Seed Round - Hyperline,https://www.crunchbase.com/funding_round/hyperline-seed--3f4bdb39,Seed,4000000,EUR,4367990,2023-06-20,10,1,Hyperline is a flexible billing platform for B2B SaaS businesses.,"B2B, Billing","Paris, Ile-de-France, France, Europe",,https://www.hyperline.co/,Hyperline,https://www.crunchbase.com/organization/hyperline,"Alexandre Berriche, Cocoa, Guilhem Bellion, Index Ventures, Kima Ventures, Nico Rosberg, Quentin Nickmans, Rodolphe Ardant, Steve Avani, Thibaud Elziere"
Seed Round - Highwood Emissions Management,https://www.crunchbase.com/funding_round/highwood-emissions-management-seed--ebdbe2ce,Seed,3000000,USD,3000000,2023-06-21,2,1,Highwood Emissions Management is an emissions management software and services firm.,"Information Services, Software","Calgary, Alberta, Canada, North America",,https://highwoodemissions.com/,Highwood Emissions Management,https://www.crunchbase.com/organization/highwood-emissions-management,"Energy Capital Ventures, Veritec Ventures"
Seed Round - Crux,https://www.crunchbase.com/funding_round/crux-70b8-seed--7a264b6a,Seed,4250000,USD,4250000,2023-06-21,10,2,"Crux is the ecosystem used by financial institutions, developers, and purchasers of tax credits to manage transferable tax credits.","Finance, Internet, Personal Finance","Dover, Delaware, United States, North America",,https://www.cruxclimate.com,Crux,https://www.crunchbase.com/organization/crux-70b8,"Ardent Venture Partners, Canapi Ventures, Commonwealth Capital Ventures, Hartree Partners, Lowercarbon Capital, LS Power, New System Ventures, Overture VC, QED Investors, Ørsted"
Seed Round - Precedent,https://www.crunchbase.com/funding_round/precedent-b1d1-seed--a5d9cadd,Seed,9000000,USD,9000000,2023-06-14,1,1,Precedent helps to improve communication between attorneys and insurance carriers.,"Insurance, InsurTech","Charlotte, North Carolina, United States, North America",,https://www.precedent.com/,Precedent,https://www.crunchbase.com/organization/precedent-b1d1,AdirVentures
Seed Round - HighXP,https://www.crunchbase.com/funding_round/highxp-seed--140c6b1a,Seed,181000000,INR,2199523,2023-06-13,6,1,"HighXP focuses on social, casual games that are simple, aimed at a broad audience, and available on mobile platforms.","Casual Games, Gaming, Mobile","Bangalore, Karnataka, India, Asia",,https://highxp.in/,HighXP,https://www.crunchbase.com/organization/highxp,"3one4 Capital, Anuj Tandon, Gemba Capital, Giri Patil, Prime Venture Partners, Rahul Bhardwaj"
Seed Round - Anichess,https://www.crunchbase.com/funding_round/anichess-seed--59de3e5e,Seed,1500000,USD,1500000,2023-06-22,6,1,Anichess develops a decentralized chess game.,"Cryptocurrency, Gaming",,,https://anichess.com/,Anichess,https://www.crunchbase.com/organization/anichess,"708 Capital, Asymmetry Capital Management, Bing Ventures, coin operated group, GameFi Ventures, Koda Capital"
Seed Round - Orson,https://www.crunchbase.com/funding_round/orson-8a0e-seed--6134e83e,Seed,3000000,USD,3000000,2023-06-20,2,3,"Orson is the first automated video storytelling platform that helps people open up and share their stories, experiences, and aspirations.","Human Resources, Video","Winter Garden, Florida, United States, North America",,https://heyorson.com,Orson,https://www.crunchbase.com/organization/orson-8a0e,"Cyan Banister, Long Journey Ventures"
Seed Round - Portal Gate,https://www.crunchbase.com/funding_round/portal-gate-seed--2bd31527,Seed,1100000,USD,1100000,2023-06-19,7,1,Portal Gate operates as a compliant on-chain gateway to privacy and anonymity.,Financial Services,,,https://www.portalgate.me/,Portal Gate,https://www.crunchbase.com/organization/portal-gate,"Apollo Crypto, Comma3 Ventures, Fork Ventures, Gandel Invest, Greythorn, Rebase D. Ventures, Upside"
Seed Round - Vyoma GmbH,https://www.crunchbase.com/funding_round/vyoma-seed--6178f038,Seed,8500000,EUR,9281978,2023-06-20,5,2,"Vyoma helps in increasing confidence in space with real-time debris observations and AI, for safe and automated satellite operations.","Aerospace, Satellite Communication, Space Travel","Munich, Bayern, Germany, Europe",$1M to $10M,https://vyoma.space/,Vyoma GmbH,https://www.crunchbase.com/organization/vyoma,"Atlantic Labs, Faber, Happiness Capital, Safran Corporate Ventures, Unruly Capital"
Seed Round - Kanastra,https://www.crunchbase.com/funding_round/kanastra-seed--1feb9e56,Seed,13000000,USD,13000000,2023-06-14,10,3,Tech-driven backoffice for alternative investments,"Asset Management, Banking, Financial Services","Uberlândia, Minas Gerais, Brazil, South America",,https://kanastra.com.br/,Kanastra,https://www.crunchbase.com/organization/kanastra,"Actyus, Clocktower Technology Ventures, Collaborative Fund, Crestone Venture Capital, Endeavor, Latitud, Norte, QED Investors, Quona Capital, Valor Capital Group"
Seed Round - Red Rover,https://www.crunchbase.com/funding_round/red-rover-9eab-seed--6cfc6b33,Seed,5000000,USD,5000000,2023-06-22,9,1,Red Rover is a game studio which create captivating multiplayer experiences and shake up the survival genre.,"Gaming, Service Industry, Sports","Norway, South Carolina, United States, North America",,https://redroverinteractive.com/,Red Rover,https://www.crunchbase.com/organization/red-rover-9eab,"Acequia Capital (AceCap), Behold Ventures, Carles Reina, GEM Capital, Lifelike Capital, Markus Schneider, Roberto Omezzolli, Sebastian Reckzeh, The Games Fund"
Seed Round - Telmai,https://www.crunchbase.com/funding_round/telm-ai-seed--b7a5ffd3,Seed,5500000,USD,5500000,2023-06-15,4,2,Telmai develops a centralized data observability platform for the data teams to detect and investigate anomalies.,"Analytics, Artificial Intelligence, Big Data, Cloud Data Services, Data Mining, Machine Learning","San Francisco, California, United States, North America",,https://www.telm.ai,Telmai,https://www.crunchbase.com/organization/telm-ai,".406 Ventures, Glasswing Ventures, Y Combinator, Zetta Venture Partners"
Seed Round - Altis Labs,https://www.crunchbase.com/funding_round/altis-labs-seed--fb68c222,Seed,7900000,CAD,6002574,2023-06-21,4,2,Altis helps biopharma run faster and more successful clinical trials using AI models trained on the world's largest cancer imaging database.,"Bioinformatics, Biopharma, Clinical Trials, Cloud Computing, Enterprise Software, Health Care, Health Diagnostics, Life Science, Machine Learning, Pharmaceutical","Toronto, Ontario, Canada, North America",,https://altislabs.com/,Altis Labs,https://www.crunchbase.com/organization/altis-labs,"Benchstrength, Debiopharm Innovation Fund, Douglas Foster, Rich Gliklich"
Seed Round - Pollen,https://www.crunchbase.com/funding_round/pollen-9d16-seed--2cfbf8c6,Seed,4000000,USD,4000000,2023-06-13,4,2,"Pollen provides professional development, tactical resources, and a non-performative community for freelancers.","Business Development, Consulting, Freelance, Information Technology","New York, New York, United States, North America",,https://www.runpollen.com/,Pollen,https://www.crunchbase.com/organization/pollen-9d16,"ANIMO Ventures, Founder Collective, Precursor Ventures, XYZ Venture Capital"
Seed Round - Look Up Space,https://www.crunchbase.com/funding_round/look-up-space-seed--58dc5847,Seed,7000000,EUR,7694167,2023-06-21,6,2,"Look Up Space provide space safety and security data & services of unprecedented quality, with a sovereign and secure sensor network.","Cyber Security, Network Security","Toulouse, Midi-Pyrenees, France, Europe",,https://www.lookupspace.com,Look Up Space,https://www.crunchbase.com/organization/look-up-space,"Expansion Ventures, Greg Wyler, Hélène Huby, Jean Baptiste Djebbari, Karista, MIG Capital"
Seed Round - ARTBIO,https://www.crunchbase.com/funding_round/artbio-seed--0f6589c5,Seed,23000000,USD,23000000,2023-06-21,2,1,ARTBIO is a clinical-stage radiopharmaceutical biotechnology business that is working to create a new class of alpha radioligand medicines.,"Biotechnology, Health Care, Hospital, Medical, Medical Device, Pharmaceutical","Cambridge, Massachusetts, United States, North America",,https://artbio.com,ARTBIO,https://www.crunchbase.com/organization/artbio,"F-Prime Capital, Omega Funds"
Seed Round - TaxNodes,https://www.crunchbase.com/funding_round/taxnodes-seed--6bc5ced9,Seed,131000000,INR,1596683,2023-06-14,4,1,TaxNodes is crypto tax computation and expert-assisted ITR filing startup.,,"Bengaluru, Karnataka, India, Asia",,https://www.taxnodes.com/,TaxNodes,https://www.crunchbase.com/organization/taxnodes,"Ajeet Khurana, Ashish Singhal, Nischal Shetty, Rahul Pagidipati"
Seed Round - ResearchHub,https://www.crunchbase.com/funding_round/researchhub-seed--82eb9e4e,Seed,5000000,USD,5000000,2023-06-15,6,1,ResearchHub is a tool for the open publication and discussion of scientific research that rewards users with ResearchCoin.,"Blockchain, Consumer Research, Information Services","San Francisco, California, United States, North America",,https://www.researchhub.com/,ResearchHub,https://www.crunchbase.com/organization/researchhub,"Amjad Masad, Bob Young, Boost VC, Garry Tan, Guillermo Rauch, OSS Capital L.P."
Seed Round - ZapScale,https://www.crunchbase.com/funding_round/zapscale-seed--8118042c,Seed,2500000,USD,2500000,2023-06-12,6,1,ZapScale is a business to business SaaS customer success platform.,"B2B, SaaS, Software","Wilmington, Delaware, United States, North America",,https://zapscale.com/,ZapScale,https://www.crunchbase.com/organization/zapscale,"100x Entrepreneur, Arka Venture Labs, Blume Ventures, Java Capital, T2D3 Capital, Veda VC"
Seed Round - CLIVI,https://www.crunchbase.com/funding_round/clivi-7bc6-seed--3ed291d5,Seed,10000000,USD,10000000,2023-06-20,15,2,Clivi is a specialized digital clinic that provides comprehensive treatment to patients with type 2 diabetes.,"Health Care, Medical, Medical Device, Therapeutics, Wellness","Cuauhtémoc, Distrito Federal, Mexico, North America",,https://www.clivi.com.mx,CLIVI,https://www.crunchbase.com/organization/clivi-7bc6,"500 Global, Adalberto Flores, Ariel Lambrecht, Cathay Innovation, Conexo Ventures, Dalus Capital, FEMSA Ventures, Foundation Capital, Juan Esteban, Next Billion Ventures, Quiet Capital, Ricardo Weder, Suresh Batchu, Tara Syed, Vicente Aristegui"
Seed Round - Evolved Foods,https://www.crunchbase.com/funding_round/evolved-foods-seed--7ad638e1,Seed,75000000,INR,915607,2023-06-15,10,1,Evolved Foods is a sustainable eatery manufacturing company that designs and delivers plant based proteins and edible nutritional products.,"Food and Beverage, Organic Food, Retail","Bangalore, Karnataka, India, Asia",$1M to $10M,https://evolvedfoods.in/,Evolved Foods,https://www.crunchbase.com/organization/evolved-foods,"Anvithac Prashanth, Aprameya Radhakrishna, BG Mahesh, CleanMax Solar, Kamala Capital, Karan Khetarpal, Rachel Goenka, Rainmatter Capital, Swapnil Shah, Vananam Ventures Trust."
Seed Round - Slice Group,https://www.crunchbase.com/funding_round/slice-6e7a-seed--57396a42,Seed,645000,USD,645000,2023-06-21,2,1,Slice is a creator management solution that helps brands and agencies manage creators.,Software,,,https://slice.id,Slice Group,https://www.crunchbase.com/organization/slice-6e7a,"Arise, Intudo Ventures"
Seed Round - Tummoc,https://www.crunchbase.com/funding_round/tummoc-seed--69254fac,Seed,1000000,USD,1000000,2023-06-22,1,3,Tummoc helps ease intra-city public transport journeys for the commuters of India.,"Apps, Public Transportation","Bengaluru, Karnataka, India, Asia",,https://www.tummoc.com/,Tummoc,https://www.crunchbase.com/organization/tummoc,Inflection Point Ventures
Seed Round - Filigran,https://www.crunchbase.com/funding_round/filigran-seed--6fd7602f,Seed,5000000,EUR,5394819,2023-06-13,6,1,"Anticipate cyber threats and disrupt crisis preparation. Home of OpenCTI, OpenEx and more.","Cyber Security, Information Technology, Software Engineering","Paris, Ile-de-France, France, Europe",,https://www.filigran.io,Filigran,https://www.crunchbase.com/organization/filigran,"CMA CGM Ventures, Firestreak Ventures, Kima Ventures, Moonfire Ventures, Motier Ventures, ZEBOX Ventures"
Seed Round - 1FIT,https://www.crunchbase.com/funding_round/1fit-seed--bbf2fe24,Seed,1000000,USD,1000000,2023-06-16,2,3,1Fit provides one pass to dozens of gyms and studios,"Health Care, Software, Sports","Almaty, Almaty City, Kazakhstan, Asia",,https://1fit.app,1FIT,https://www.crunchbase.com/organization/1fit,"Capital Mill, TMT Investments"
Seed Round - NineID,https://www.crunchbase.com/funding_round/nineid-seed--1056789c,Seed,1100000,EUR,1201197,2023-06-20,2,2,"NineID provides all of the resources required to increase access security, facility safety, and compliance.","Cyber Security, Information Technology, Security","Ghent, Oost-Vlaanderen, Belgium, Europe",,https://www.nineid.com,NineID,https://www.crunchbase.com/organization/nineid,"Comate Ventures, Pitchdrive"
