Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL,Investor Names
Seed Round - Yayem,https://www.crunchbase.com/funding_round/yayem-seed--5946a45e,Seed,2000000,USD,2000000,2023-06-15,6,3,Work and play your way,Service Industry,"London, England, United Kingdom, Europe",,https://yayem.co,Yayem,https://www.crunchbase.com/organization/yayem,"Alon Lits, Cleo Sham, Kim Durand, Lyle Adams, Meg Donovan, Rob Khazzam"
Seed Round - 4Trans Factoring,https://www.crunchbase.com/funding_round/4trans-factoring-seed--3ecbc939,Seed,,,,2023-06-14,1,3,"B2B FinTech, Supply Chain Finance, Logistics","Finance, Financial Services, FinTech","Prague, Hlavni mesto Praha, Czech Republic, Europe",,https://en.4trans.cz/,4Trans Factoring,https://www.crunchbase.com/organization/4trans-factoring,Zero Gravity Capital
Seed Round - Avoli,https://www.crunchbase.com/funding_round/avoli-seed--53bcbcd0,Seed,1000000,USD,1000000,2023-06-12,5,1,"Avoli designs volleyball footwear, gear, and equipment exclusively for women and girl athletes.","Fashion, Shoes","Portland, Oregon, United States, North America",,https://www.avoli.com,Avoli,https://www.crunchbase.com/organization/avoli,"Blythe Jack, Ho Nam, James Gau, Peter Saperstone, Shane Stent"
Seed Round - Omnevue,https://www.crunchbase.com/funding_round/omnevue-seed--f00f8467,Seed,2500000,GBP,3153455,2023-06-13,3,1,Omnevue provide affordable and robust ESG performance reporting solutions available to businesses.,"Consulting, Information Technology, Service Industry","London, England, United Kingdom, Europe",,https://www.omnevue.com,Omnevue,https://www.crunchbase.com/organization/omnevue,"Elbow Beach Capital, Pi Labs, Zone2boost"
Seed Round - Wherobots Inc.,https://www.crunchbase.com/funding_round/wherobots-inc-seed--e77e715f,Seed,5500000,USD,5500000,2023-06-13,2,1,Wherobots builds the cloud platform for geospatial data analytics and AI,"Analytics, Artificial Intelligence, Cloud Data Services, Geospatial, Software","Phoenix, Arizona, United States, North America",,https://www.wherobots.ai/,Wherobots Inc.,https://www.crunchbase.com/organization/wherobots-inc,"Clear Ventures, Wing Venture Capital"
Seed Round - Collectibles.com,https://www.crunchbase.com/funding_round/collectibles-com-seed--37a6a323,Seed,5000000,USD,5000000,2023-06-13,9,2,Collectibles.com is a Web3 community and marketplace for collectors and the worldwide collectibles sector.,Software,,,https://www.collectibles.com,Collectibles.com,https://www.crunchbase.com/organization/collectibles-com,"Adam Jackson, Blockchange Ventures, Blockwall, GFR Fund, Orlando Bloom, Peter Thiel, Sean Cohan, Trevor Traina, Vinny Lingham"
Seed Round - Range Biotechnologies,https://www.crunchbase.com/funding_round/range-biotechnologies-seed--bde37bc0,Seed,5200000,USD,5200000,2023-06-12,7,2,Range Biotechnologies is creating tools to enable personalized health through translational proteomics.,"Biotechnology, Health Care, Life Science","San Carlos, California, United States, North America",,https://www.range.bio,Range Biotechnologies,https://www.crunchbase.com/organization/range-biotechnologies,"Artis Ventures (AV), Civilization Ventures, Four Cities Capital, Hawktail Management, Page One Ventures, Pear VC, Pillar VC"
Seed Round - Satyukt,https://www.crunchbase.com/funding_round/satyukt-seed--c9fb1c7d,Seed,100000000,INR,1215173,2023-06-13,1,3,Satyukt is an agritech company that provides business to business agricultural data and services.,"Agriculture, Analytics, B2B, Farming","Bengaluru, Karnataka, India, Asia",,http://satyukt.com/,Satyukt,https://www.crunchbase.com/organization/satyukt,Nabventures
Seed Round - Filigran,https://www.crunchbase.com/funding_round/filigran-seed--6fd7602f,Seed,5000000,EUR,5376748,2023-06-13,6,1,"Anticipate cyber threats and disrupt crisis preparation. Home of OpenCTI, OpenEx and more.","Cyber Security, Information Technology, Software Engineering","Paris, Ile-de-France, France, Europe",,https://www.filigran.io,Filigran,https://www.crunchbase.com/organization/filigran,"CMA CGM Ventures, Firestreak Ventures, Kima Ventures, Moonfire Ventures, Motier Ventures, ZEBOX Ventures"
Seed Round - Replique,https://www.crunchbase.com/funding_round/replique-seed--901803ef,Seed,,,,2023-06-15,4,1,Replique is an online first fully encrypted 3D printing platform that makes spare part management more sustainable to large OEMs.,"3D Printing, Information Technology, Internet, Software","Mannheim, Baden-Wurttemberg, Germany, Europe",,https://replique.io,Replique,https://www.crunchbase.com/organization/replique,"Chameleon, Chemovator, R3 consulting & investment, STS Ventures"
Seed Round - Glystn,https://www.crunchbase.com/funding_round/glystn-seed--60a68020,Seed,4000000,USD,4000000,2023-06-15,7,1,Glystn is a reliable platform for creator analytics and insights of any scale.,"Audio, Media and Entertainment","San Francisco, California, United States, North America",,https://glystn.com,Glystn,https://www.crunchbase.com/organization/glystn,"Bilal Khan, Craig Sherman, Eniac Ventures, Future\Perfect Ventures, Hannah Grey, Michael Spiegelman, Precursor Ventures"
Seed Round - Gradient Health,https://www.crunchbase.com/funding_round/gradient-health-inc-seed--fd030bf2,Seed,2750000,USD,2750000,2023-06-20,9,4,Gradient Health partners with medical data providers around the globe to curate pathologies for AI research labs and corporations.,"Health Care, Medical, Wellness","Durham, North Carolina, United States, North America",Less than $1M,https://gradienthealth.io,Gradient Health,https://www.crunchbase.com/organization/gradient-health-inc,"Boro Capital, David Golan, MedMountain Ventures, ReMY Investors & Consultants, Silicon Valley Social Venture Capital, Supernode Ventures, Triangle Tweener Fund, VentureSouth, Wavemaker 360"
Pre Seed Round - Number 8 bio,https://www.crunchbase.com/funding_round/number-8-bio-pre-seed--b41c77de,Pre-Seed,1800000,AUD,1221291,2023-06-14,4,1,Number 8 bio objective is to decarbonize agriculture while feeding the world's rising population.,"Agriculture, AgTech, Biotechnology, Farming, Life Science","Sydney, New South Wales, Australia, Oceania",,https://www.number8.bio,Number 8 bio,https://www.crunchbase.com/organization/number-8-bio,"Bioplatforms Australia, Main Sequence Ventures, Possible Ventures, UNSW Founders"
Seed Round - Pebble,https://www.crunchbase.com/funding_round/pebble-1ae2-seed--be73e38c,Seed,,,,2023-06-13,,2,Pebble is a electric vehicle manufacturing startup.,"Electric Vehicle, Manufacturing","Sunnyvale, California, United States, North America",,https://pebblelife.com,Pebble,https://www.crunchbase.com/organization/pebble-1ae2,
Seed Round - Sectrend,https://www.crunchbase.com/funding_round/anshi-information-seed--69b6cf51,Seed,100000000,CNY,13970187,2023-06-13,3,3,Sectrend provides open source security and compliance governance tools.,,"Xuhui, Shanghai, China, Asia",,https://www.sectrend.com.cn/sy,Sectrend,https://www.crunchbase.com/organization/anshi-information,"Golden Ant Investment, Koala Fund, Weizhi Digital Technology"
Pre Seed Round - Anise Health,https://www.crunchbase.com/funding_round/anise-health-pre-seed--4556aa92,Pre-Seed,1200000,USD,1200000,2023-06-12,3,1,Anise Health is a digital platform for mental health and wellbeing.,"Fitness, Health Care, Hospital, Wellness","Cambridge, Massachusetts, United States, North America",,http://anisehealth.co,Anise Health,https://www.crunchbase.com/organization/anise-health,"Allston Venture Fund, Gold House Ventures, Kicker Ventures"
Seed Round - Pyrra,https://www.crunchbase.com/funding_round/pyrra-seed--9f206c8f,Seed,2300000,USD,2300000,2023-06-12,3,2,Pyrra is a software platform that investigates threats and misinformation on social networks.,"Information Technology, Social Media, Software","Washington, District of Columbia, United States, North America",,https://www.pyrratech.com,Pyrra,https://www.crunchbase.com/organization/pyrra,"Andav Capital, Ducera Partners, Grand Shores Ventures"
Seed Round - Croptix,https://www.crunchbase.com/funding_round/atoptix-seed--3ac6bb03,Seed,,,,2023-06-13,3,4,Croptix provides crop disease screening services.,"Health Care, Information Technology, Medical","State College, Pennsylvania, United States, North America",$1M to $10M,http://www.croptix.solutions,Croptix,https://www.crunchbase.com/organization/atoptix,"1855 Capital Partners, Advancing Eco Agriculture, Ben Franklin Technology Partners"
Seed Round - ARENA,https://www.crunchbase.com/funding_round/go-arena-seed--d224f59f,Seed,750000,USD,750000,2023-06-15,1,3,ARENA is building the future of strength training.,"Fitness, Health Care, Wellness","San Francisco, California, United States, North America",,https://goarena.co/,ARENA,https://www.crunchbase.com/organization/go-arena,Hawks Ventures
Pre Seed Round - Axle Energy,https://www.crunchbase.com/funding_round/axle-energy-pre-seed--b14f5ba8,Pre-Seed,1300000,GBP,1640670,2023-06-14,2,1,Axle's software dynamically gives flexibility to the electricity grid and adjusts energy usage to when it is cheapest and greenest.,"Electrical Distribution, Energy Management, Smart Home","London, England, United Kingdom, Europe",,https://axle.energy/,Axle Energy,https://www.crunchbase.com/organization/axle-energy,"Eka Ventures, Picus Capital"
Seed Round - Precedent,https://www.crunchbase.com/funding_round/precedent-b1d1-seed--a5d9cadd,Seed,9000000,USD,9000000,2023-06-14,1,1,Precedent helps to improve communication between attorneys and insurance carriers.,"Insurance, InsurTech","Charlotte, North Carolina, United States, North America",,https://www.precedent.com/,Precedent,https://www.crunchbase.com/organization/precedent-b1d1,AdirVentures
Seed Round - NewHomesMate (formerly Propertymate),https://www.crunchbase.com/funding_round/propertymate-seed--921fbdef,Seed,5500000,USD,5500000,2023-06-14,16,3,"NewHomesMate is a marketplace to find, compare, and buy new construction homes.","Information Services, Information Technology, Property Development, Real Estate, Software","New York, New York, United States, North America",,https://newhomesmate.com/,NewHomesMate (formerly Propertymate),https://www.crunchbase.com/organization/propertymate,"Andrew Izyumov, Asymmetry Ventures, David J. Morrison, Edward Lando, Flyer One Ventures, Francis Santora, Gaingels, Geek Ventures, Jon Oringer, Jonathan Wasserstrum, Pareto Holdings, Pragmatech Ventures, SID Venture Partners, u.ventures, Unpopular Ventures, Vishal Rao"
Seed Round - The Yarn Bazaar,https://www.crunchbase.com/funding_round/the-yarn-bazaar-seed--d7f4ea58,Seed,150000000,INR,1830585,2023-06-19,8,1,"The Yarn Bazaar is a Purpose-Led, Modern, Efficient, and Transparent managed Marketplace for yarn.","B2B, E-Commerce, Textiles","Bangalore, Karnataka, India, Asia",,https://theyarnbazaar.com,The Yarn Bazaar,https://www.crunchbase.com/organization/the-yarn-bazaar,"Aakrit Vaish, Arihant Patni, Dr Ritesh Malik, Ekta Kapoor, Equanimity Investments, Miten Sampat, Rajiv Dadlani Group, Sumeet Srivastava"
Seed Round - AptEdge,https://www.crunchbase.com/funding_round/aptedge-seed--bea19fd3,Seed,11000000,USD,11000000,2023-06-14,5,3,AptEdge leverages generative AI to assist businesses with customer service demands.,"Analytics, CRM, SaaS","San Francisco, California, United States, North America",,https://aptedge.io,AptEdge,https://www.crunchbase.com/organization/aptedge,"Carya Venture Partners, Counterpart Ventures, National Grid Partners (NGP), Stage 2 Capital, Unusual Ventures"
Seed Round - Undelucram,https://www.crunchbase.com/funding_round/undelucram-seed--231b5715,Seed,1000000,EUR,1079050,2023-06-14,4,4,Undelucram is a recruitment agency.,"Recruiting, Staffing Agency","Bucharest, Bucuresti, Romania, Europe",,http://www.undelucram.ro,Undelucram,https://www.crunchbase.com/organization/undelucram,"Gapminder VC, Head North, SeedBlink, Sofia Angels Ventures"
Seed Round - Gridware,https://www.crunchbase.com/funding_round/gridware-seed--5cd43d08,Seed,10500000,USD,10500000,2023-06-13,11,4,Creating a future where suburban wildfires are a thing of the past.,"Energy, Predictive Analytics, Software","Walnut Creek, California, United States, North America",$1M to $10M,https://gridware.io,Gridware,https://www.crunchbase.com/organization/gridware,"AISprouts, Convective Capital, Fifty Years, Hawktail Management, Kindergarten Ventures, Liquid 2 Ventures, Lowercarbon Capital, Rebel Fund, TRAC, True Ventures, Wireframe Ventures"
Pre Seed Round - Shoppable Business,https://www.crunchbase.com/funding_round/shoppable-business-pre-seed--ab1f373c,Pre-Seed,1150000,USD,1150000,2023-06-20,2,1,Trusted Hassle-Free Wholesale & Procurement Marketplace for Buying & Selling 100% Authentic Branded Products & Services in the Philippines,E-Commerce,"Makati, Manila, Philippines, Asia",,http://shoppable.ph/,Shoppable Business,https://www.crunchbase.com/organization/shoppable-business,"Foxmont Capital Partners, Seedstars"
"Seed Round - Mnemonic, Inc",https://www.crunchbase.com/funding_round/mnemonic-inc-seed--cd8decab,Seed,6000000,USD,6000000,2023-06-14,5,2,"Mnemonic, Inc is the first NFT intelligence platform and the first B2B NFT company.",Software,"San Francisco, California, United States, North America",,https://www.mnemonichq.com/,"Mnemonic, Inc",https://www.crunchbase.com/organization/mnemonic-inc,"Fin Capital, FJ Labs, Orange DAO, Polygon Ventures, Salesforce Ventures"
Seed Round - Deeploy,https://www.crunchbase.com/funding_round/deeploy-604f-seed--4d840082,Seed,2500000,EUR,2697625,2023-06-14,5,2,Deeploy makes ML deployments accountable by giving explainable AI (XAI) a central place in ML operations (MLOps),"Artificial Intelligence, Information Technology, Machine Learning, Software","Utrecht, Utrecht, The Netherlands, Europe",,https://deeploy.ml,Deeploy,https://www.crunchbase.com/organization/deeploy-604f,"Anton Loeffen, Bonsai Partners, Curiosity VC, Emilia Capital, Shaping Impact Group"
Pre Seed Round - Manis Leting,https://www.crunchbase.com/funding_round/manis-leting-pre-seed--e3634196,Pre-Seed,50000,MYR,10789,2023-06-15,2,1,Manis Leting produces healthier substitute foods with no white sugar.,"Food and Beverage, Food Processing","Shah Alam, Selangor, Malaysia, Asia",,,Manis Leting,https://www.crunchbase.com/organization/manis-leting,"1337 Ventures, Alpha Startups Pre-Accelerator"
Seed Round - Skills Caravan,https://www.crunchbase.com/funding_round/skills-caravan-seed--6301e02d,Seed,,,,2023-06-12,3,1,"Skills Caravan employs AI to deliver personalized instructional resources, allowing organizations to optimize their learning roadmaps.","E-Learning, EdTech, Education","Gurgaon, Haryana, India, Asia",,https://www.skillscaravan.com/,Skills Caravan,https://www.crunchbase.com/organization/skills-caravan,"Abhishek Poddar, Deep Bajaj, Paras Berawala"
Seed Round - Makino micro,https://www.crunchbase.com/funding_round/makino-micro-seed--ee857037,Seed,,,,2023-06-15,2,3,Makino Micro is a high-tech enterprise dedicated to the research and development of 4D high-precision imaging radar.,"Electronics, Manufacturing, Semiconductor","Shenzhen, Guangdong, China, Asia",,https://www.mywmicro.com/,Makino micro,https://www.crunchbase.com/organization/makino-micro,"Huashan Capital, Yilai Ventures"
Seed Round - Claude,https://www.crunchbase.com/funding_round/claude-seed--1c52a413,Seed,,,,2023-06-15,2,1,Claude is a fashion apparels company for women.,"E-Commerce, Fashion","Dki Jakarta, Jakarta Raya, Indonesia, Asia",,https://www.claude.co.id/,Claude,https://www.crunchbase.com/organization/claude,"CyberAgent Capital, Prima Fund I."
Seed Round - OneUp Sales,https://www.crunchbase.com/funding_round/stormburst-studios-seed--77340b3a,Seed,2250000,GBP,2839621,2023-06-14,1,3,OneUp Sales is a sales team management & motivation platform built to transform the way we run sales teams forever.,"Computer, Professional Services, SaaS, Software","Birmingham, Birmingham, United Kingdom, Europe",,http://oneupsales.co.uk,OneUp Sales,https://www.crunchbase.com/organization/stormburst-studios,MEIF Proof-of-Concept & Early Stage Fund
Pre Seed Round - Uncle Arnie's,https://www.crunchbase.com/funding_round/uncle-arnie-s-pre-seed--785c69a1,Pre-Seed,,,,2023-06-13,4,1,"Uncle Arnie's, California's most popular high-dose cannabis beverage, is changing the way people think about, use, and enjoy marijuana.","Cannabis, Food and Beverage","Walnut, California, United States, North America",,https://unclearnies.com,Uncle Arnie's,https://www.crunchbase.com/organization/uncle-arnie-s,"Harry Rubin, Jim Koch, Lorenzo Lamadrid, Rhonda Kallman"
Seed Round - Panda AI,https://www.crunchbase.com/funding_round/panda-ai-seed--a1455398,Seed,760000,USD,760000,2023-06-15,3,2,Panda AI develops a B2B artificial intelligence platform designed to simplify work and combine various tasks.,"Artificial Intelligence, Information Technology, Machine Learning, SaaS","Seattle, Washington, United States, North America",,,Panda AI,https://www.crunchbase.com/organization/panda-ai,"Allen Institute for Artificial Intelligence, Ascend, PSL Ventures"
Pre Seed Round - ​Messenger,https://www.crunchbase.com/funding_round/messenger-c6d6-pre-seed--671d68dc,Pre-Seed,,,,2023-06-13,2,2,Messenger is a one-stop logistics platform that finances and aggregates end-to-end logistics and supply chain operations.,"Delivery Service, Logistics, Supply Chain Management","Abuja, Federal Capital Territory, Nigeria, Africa",,https://getmessenger.ng,​Messenger,https://www.crunchbase.com/organization/messenger-c6d6,"Aidi Ventures, Nama Ventures"
Seed Round - Bryleos,https://www.crunchbase.com/funding_round/bryleos-seed--0d478961,Seed,5000000,USD,5000000,2023-06-13,1,1,Bryleos is a clinical-stage therapeutics company.,"Biotechnology, Medical, Neuroscience, Product Research","Johnson City, Tennessee, United States, North America",,https://bryleos.com,Bryleos,https://www.crunchbase.com/organization/bryleos,Eddie Jordan
Seed Round - Silent Push,https://www.crunchbase.com/funding_round/silent-push-seed--a494b8cc,Seed,10000000,USD,10000000,2023-06-14,1,1,Silent Push is a detection-focused threat intelligence solution that identifies and protects organizations against new threats.,"Cyber Security, Information Technology, Network Security","Reston, Virginia, United States, North America",,https://www.silentpush.com/,Silent Push,https://www.crunchbase.com/organization/silent-push,Ten Eleven Ventures
Seed Round - Meshcapade,https://www.crunchbase.com/funding_round/meshcapade-seed--4698736f,Seed,6000000,USD,6000000,2023-06-14,7,2,The digital human company. Building 3D generative models to bring digital humans to life.,"3D Technology, Animation, Artificial Intelligence, Computer Vision, Fashion, Machine Learning, Online Games","Tübingen, Baden-Wurttemberg, Germany, Europe",,https://meshcapade.com,Meshcapade,https://www.crunchbase.com/organization/meshcapade,"Andrew Hamel, Bill O'Farrell, CLO Virtual Fashion, Gary Bradski, Matrix Partners, Matthew Ball, Nate Mitchell"
Pre Seed Round - Glyphic AI,https://www.crunchbase.com/funding_round/glyphic-ai-pre-seed--503a3894,Pre-Seed,4300000,GBP,5426833,2023-06-14,5,2,"Building powerful, intuitive products that help elite revenue teams sell more effectively",,"London, England, United Kingdom, Europe",,https://www.glyphic.ai,Glyphic AI,https://www.crunchbase.com/organization/glyphic-ai,"Creator Fund, Dhyan VC, Mehdi Ghissassi, Point72 Ventures, Rushin Shah"
Seed Round - Bito.co,https://www.crunchbase.com/funding_round/bito-ai-seed--9d97ebc4,Seed,3200000,USD,3200000,2023-06-13,9,1,Bito is a game-changing productivity tool for developers that accelerates software development using best in class AI models.,Software,"Menlo Park, California, United States, North America",,https://www.bito.ai,Bito.co,https://www.crunchbase.com/organization/bito-ai,"Cap Table Coalition, Eniac Ventures, Keyur Govande, Kruti Patel Goyal, Mohak Shroff, Nick Mehta, Reza Behforooz, Sri Shivananda, Yvonne Wassenaar"
Seed Round - LightningWorks,https://www.crunchbase.com/funding_round/lightningworks-seed--c54ce619,Seed,2500000,USD,2500000,2023-06-13,1,1,The Best Stories Not Yet Told.,,,,https://lightningworks.io/,LightningWorks,https://www.crunchbase.com/organization/lightningworks,Geoffrey McCabe
Pre Seed Round - Enabl,https://www.crunchbase.com/funding_round/enabl-e25e-pre-seed--2476b718,Pre-Seed,3200000,EUR,3449097,2023-06-12,3,1,Enabl is in charge of forklift and other industrial truck automation.,"Logistics, Supply Chain Management","Karlsruhe, Baden-Wurttemberg, Germany, Europe",,https://enabl-tech.de,Enabl,https://www.crunchbase.com/organization/enabl-e25e,"another.vc, LEA Partners, Rethink Ventures"
Seed Round - Minnha,https://www.crunchbase.com/funding_round/minnha-seed--0ff903a5,Seed,500000,SAR,133321,2023-06-12,1,1,Minnha is a one-stop education solution.,Education,,,,Minnha,https://www.crunchbase.com/organization/minnha,Flat6Labs Riyadh accelerator program
Pre Seed Round - BlockSpan,https://www.crunchbase.com/funding_round/blockspan-pre-seed--7c3ff399,Pre-Seed,1400000,USD,1400000,2023-06-12,,1,"BlockSpan is an NFT API platform that enables Web3 builders to innovate apps with speed, confidence, and clarity.","Bitcoin, Blockchain, Cryptocurrency","Pittsburgh, Pennsylvania, United States, North America",,https://blockspan.com/,BlockSpan,https://www.crunchbase.com/organization/blockspan,
Seed Round - SmartSportsUSA,https://www.crunchbase.com/funding_round/smartsportsusa-seed--b3846158,Seed,50000,USD,50000,2023-06-14,1,1,SmartSportsUSA is a manufacturer of sports safety equipment that offers modern alternatives for trampoline safety.,"Software, Sports",,,https://smartsportsusa.com,SmartSportsUSA,https://www.crunchbase.com/organization/smartsportsusa,Jay Lawson
Seed Round - Buyofuel,https://www.crunchbase.com/funding_round/buyofuel-seed--d27b7518,Seed,45000000,USD,45000000,2023-06-12,1,3,Buyofuel provides you with the tools and information you need to take your company to the next level.,Oil and Gas,"Coimbatore, Tamil Nadu, India, Asia",,https://buyofuel.com/,Buyofuel,https://www.crunchbase.com/organization/buyofuel,Recur Club
Seed Round - Baeynh,https://www.crunchbase.com/funding_round/baeynh-seed--d0b34ca5,Seed,500000,SAR,133321,2023-06-12,1,1,Baeynh is a virtual platform that allows people and small businesses to acquire legal services and consultations.,"Consulting, Information Services","Riyadh, Ar Riyad, Saudi Arabia, Asia",,https://baeynh.com,Baeynh,https://www.crunchbase.com/organization/baeynh,Flat6Labs Riyadh accelerator program
Seed Round - Ygii App,https://www.crunchbase.com/funding_round/ygii-app-seed--b586b1fd,Seed,500000,SAR,133321,2023-06-12,1,2,Build and share wishlists for any occasion with your friends and family,"Affiliate Marketing, Consumer, Gift, Gift Registry, Social Shopping","Riyadh, Ar Riyad, Saudi Arabia, Asia",,https://www.ygii.app/,Ygii App,https://www.crunchbase.com/organization/ygii-app,Flat6Labs Riyadh accelerator program
