Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Number of Investors,Number of Funding Rounds,Organization Description,Organization Industries,Organization Location,Organization Revenue Range,Organization Website,Organization Name,Organization Name URL
Seed Round - RomDefi,https://www.crunchbase.com/funding_round/romdefi-seed--e7a91f80,Seed,450000,USD,450000,2023-06-20,,1,RomDefi is an Europe-based startup that offers a blockchain-based game app.,"Apps, Blockchain, FinTech, Gaming","Bucharest, Bucuresti, Romania, Europe",,http://romdefi.com,RomDefi,https://www.crunchbase.com/organization/romdefi
Pre Seed Round - Plaeto,https://www.crunchbase.com/funding_round/plaeto-40dc-pre-seed--aa7bdd62,Pre-Seed,31000,EUR,33180,2023-06-01,,1,"Plaeto is a multi-purpose mobile app that offers reservation, ordering and payment in one place.","Mobile Apps, Restaurants, Software","Bucharest, Bucuresti, Romania, Europe",,https://plaeto.io,Plaeto,https://www.crunchbase.com/organization/plaeto-40dc
Pre Seed Round - CONVOCHAT,https://www.crunchbase.com/funding_round/convochat-pre-seed--4efe385f,Pre-Seed,,,,2023-05-25,,1,Convochat is an AI social networking platform bringing people together to create and search the world.,"Artificial Intelligence, Content Creators, Information Technology, Mobile Apps, News, Search Engine, Social Media, Social Network","New York, New York, United States, North America",,http://Convochat.com,CONVOCHAT,https://www.crunchbase.com/organization/convochat
Seed Round - TAAT,https://www.crunchbase.com/funding_round/taat-seed--6f22b574,Seed,126822,EUR,136405,2023-05-24,,1,Customized cosmetic product on the basis of multispectral analysis.,"Advertising, B2B, Consulting, E-Commerce, Health Care, Information Technology, Internet, Manufacturing, Mobile Apps, Software","Lubien Kujawski, Kujawsko-Pomorskie, Poland, Europe",,https://info508380.wixsite.com/taat,TAAT,https://www.crunchbase.com/organization/taat
Seed Round - Qaminari,https://www.crunchbase.com/funding_round/qaminari-seed--f8959bc4,Seed,,,,2023-05-14,,2,"At Qaminari, we internally conceptualize and develop in-house mobile applications that innovate upon industry standards with novel features.","Consumer Applications, Software","Istanbul, Istanbul, Turkey, Europe",,https://qaminari.com,Qaminari,https://www.crunchbase.com/organization/qaminari
Pre Seed Round - Conseguir,https://www.crunchbase.com/funding_round/conseguir-576d-pre-seed--06616f5e,Pre-Seed,10000,USD,10000,2023-05-15,,1,Marketplace Mobile App,"Artificial Intelligence, Marketplace, Mobile Apps","Medellín, Antioquia, Colombia, South America",,https://www.conseguir.co,Conseguir,https://www.crunchbase.com/organization/conseguir-576d
Seed Round - Medical-Note,https://www.crunchbase.com/funding_round/medical-note-seed--837c0a5c,Seed,,,,2023-06-01,,1,"digital tools to facilitate communication, data collection, clinical cases processing for healthcare professional","Apps, Big Data, Health Care, Medical Device, Software, Virtual Reality","Pontedera, Toscana, Italy, Europe",,http://www.medical-note.com,Medical-Note,https://www.crunchbase.com/organization/medical-note
Pre Seed Round - NeighborHub,https://www.crunchbase.com/funding_round/neighborhub-pre-seed--cad16609,Pre-Seed,,,,2023-06-02,,1,NeighborHub: Your Gateway to Community Living and Connectivity!,"Internet of Things, Mobile Apps, Property Management, Rental Property, Smart Building, Software","Las Vegas, Nevada, United States, North America",,http://www.nicheleco.com/nh-app,NeighborHub,https://www.crunchbase.com/organization/neighborhub
Seed Round - SnapCalorie,https://www.crunchbase.com/funding_round/snapcalorie-seed--8ae79078,Seed,2000000,USD,2000000,2023-06-15,,2,SnapCalorie is the app where you can take a photo of ANY meal and get an accurate calorie count.,"Apps, Fitness, Wellness","Great Falls, Virginia, United States, North America",,https://www.snapcalorie.com/,SnapCalorie,https://www.crunchbase.com/organization/snapcalorie
Seed Round - ExtraStudent,https://www.crunchbase.com/funding_round/extrastudent-seed--5abdcd28,Seed,1500000,EUR,1614575,2023-06-09,6,1,ExtraStudent is a free mutual help network for all students to openly share their knowledge and support one another.,"Apps, Education, Private Social Networking","Paris, Ile-de-France, France, Europe",,https://www.extrastudent.com/,ExtraStudent,https://www.crunchbase.com/organization/extrastudent
Seed Round - Hypercare,https://www.crunchbase.com/funding_round/hypercare-seed--6ae6183b,Seed,,,,2023-06-08,1,8,Help clinical teams locate the right colleague to communicate with in real-time to improve efficiency and reduce medical errors,"Apps, Health Care, Information Technology, Software","Toronto, Ontario, Canada, North America",,https://www.hypercare.com,Hypercare,https://www.crunchbase.com/organization/hypercare
Seed Round - Rex,https://www.crunchbase.com/funding_round/rex-09c8-seed--909c396f,Seed,3960000,USD,3960000,2023-06-12,3,1,"Rex offers a mobile app that allows users to find, track, and recommend places.","Artificial Intelligence, Computer Vision, Mobile Apps, Productivity Tools, Software","New York, New York, United States, North America",,https://getrex.app,Rex,https://www.crunchbase.com/organization/rex-09c8
Seed Round - Hyper,https://www.crunchbase.com/funding_round/hyper-online-seed--96661ce1,Seed,3600000,USD,3600000,2023-06-06,6,3,"Building the hyperverse. We let people stream, make content, and make friends as an avatar.","Apps, Messaging, Social Network","San Francisco, California, United States, North America",,https://www.hyper.online/,Hyper,https://www.crunchbase.com/organization/hyper-online
Seed Round - HorizoonX,https://www.crunchbase.com/funding_round/horizoonx-seed--c844aa13,Seed,500000,SAR,133321,2023-06-12,1,1,HorizoonX is the go-to B2B platform for building and managing F&B enterprises.,"Apps, B2B, Business Development","Al Khobar, Ash Sharqiyah, Saudi Arabia, Asia",,http://www.horizoonx.com,HorizoonX,https://www.crunchbase.com/organization/horizoonx
